m,candidate_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,split,label,gt_m
187.932,588,0.940897,-49.9,-44.1898,10.7606,-39.6347,-37.8621,-1.7726,28.435,-2770.8819,2830.7733,5601.6552,0.0,35982.7602,-0.0,12.9512,13.5458,1.0459,0.0,28.435,class2_2026_04_27_15_32_19.csv,train,background,
190.165,595,0.952077,-21.447,-34.5332,13.7544,-42.3919,-38.0464,-4.3454,28.453,699.3339,-5050.7681,-5750.102,-0.0,44568.9687,-43229.6713,12.1561,13.3924,1.1017,0.638,28.453,class2_2026_04_27_15_32_19.csv,train,background,
191.761,600,0.960067,-23.66,-35.1694,13.3305,-40.9412,-39.5147,-1.4265,30.28,2792.6952,1820.552,-972.1431,34264.8934,41846.8391,-47460.8166,12.7153,13.1627,1.0352,1.276,30.28,class2_2026_04_27_15_32_19.csv,train,background,
192.08,601,0.961665,-28.039,-35.1694,13.3305,-39.4834,-40.7292,1.2458,30.28,5099.161,1977.5433,-3121.6177,6332.2868,41846.8391,-47460.8166,13.1029,13.056,0.9964,1.276,30.28,class2_2026_04_27_15_32_19.csv,train,background,
192.718,603,0.964859,-49.9,-41.191,12.4753,-36.5867,-42.4114,5.8247,30.28,5255.9562,3961.0842,-1294.872,-47460.8166,34264.8934,-47460.8166,13.4327,12.1468,0.9043,0.0,30.28,class2_2026_04_27_15_32_19.csv,train,background,
193.675,606,0.96965,-49.9,-46.5356,9.5161,-37.8621,-38.0449,0.1828,30.28,-2019.0768,-564.4021,1454.6746,-0.0,0.0,-0.0,13.5458,13.3233,0.9836,0.0,30.28,class2_2026_04_27_15_32_19.csv,train,background,
22.016,68,0.110225,-15.234,-14.8588,0.3346,-14.5282,-14.4519,-0.0762,-0.0445,-128.4907,97.0591,225.5497,1175.5486,1175.5486,14.1066,0.2884,0.2187,0.7585,0.0,1.127,class2_2026_04_27_15_26_18.csv,train,background,
125.713,393,0.629393,-17.011,-15.9303,2.0142,-16.7906,-12.6668,-4.1237,5.9185,-30.5198,150.7819,181.3016,510.9718,510.9718,510.9718,0.2065,3.2119,15.5544,0.0,6.71,class2_2026_04_27_15_26_18.csv,train,background,
127.628,399,0.63898,-7.69,-10.5884,2.8545,-15.8743,-16.8471,0.9728,8.9235,1183.1128,-2593.0287,-3776.1415,592.4765,9462.3824,-2738.2445,2.3248,9.0191,3.8796,2.871,8.868,class2_2026_04_27_15_26_18.csv,train,connector,127.95
129.223,404,0.646966,-11.533,-11.4984,2.1949,-13.7203,-26.4525,12.7322,8.6205,2373.1018,-5562.8241,-7935.9259,-3141.0658,-2021.9436,-3141.0658,3.73,14.8047,3.9691,2.871,6.774,class2_2026_04_27_15_26_18.csv,train,background,
133.052,416,0.666136,-49.9,-30.2468,13.9798,-13.6936,-36.0005,22.3069,2.537,-2607.6662,-303.0405,2304.6257,-3457.6834,-951.4107,-43429.4718,4.1363,13.931,3.3679,0.0,31.796,class2_2026_04_27_15_26_18.csv,train,break,132.41
133.371,417,0.667733,-23.044,-33.7797,14.4737,-15.9941,-36.0447,20.0506,2.696,-4834.1689,2504.9775,7339.1464,0.0,0.0,-43429.4718,9.1182,13.891,1.5234,0.0,31.758,class2_2026_04_27_15_26_18.csv,train,background,
133.69,418,0.66933,-49.9,-37.3083,14.0975,-16.8471,-34.4549,17.6078,0.6735,-4571.0344,2837.9523,7408.9867,1335.4263,1335.4263,-43429.4718,9.0191,13.8518,1.5358,0.0,29.699,class2_2026_04_27_15_26_18.csv,train,background,
134.647,421,0.674121,-49.9,-37.446,13.938,-22.1311,-34.4372,12.3062,1.1855,-6936.6499,4696.9382,11633.5881,0.0,1335.4263,-45966.5933,12.8823,13.8676,1.0765,0.0,29.456,class2_2026_04_27_15_26_18.csv,train,background,
135.285,423,0.677316,-20.444,-40.43,13.3997,-26.4525,-34.5802,8.1277,2.161,-8639.0369,3928.0569,12567.0938,43990.5987,46169.2821,-45966.5933,14.8047,13.7352,0.9278,0.638,29.456,class2_2026_04_27_15_26_18.csv,train,background,
135.924,425,0.680515,-49.9,-40.2877,13.598,-27.3698,-34.5001,7.1303,2.161,-4862.4834,1183.0267,6045.5101,-43784.5004,46169.2821,-43784.5004,14.1793,13.8133,0.9742,0.0,29.456,class2_2026_04_27_15_26_18.csv,train,background,
136.243,426,0.682112,-49.9,-40.2877,13.598,-29.3677,-34.5001,5.1324,2.587,-5212.2458,817.919,6030.1648,-0.0,46169.2821,-4230.4107,14.671,13.8133,0.9415,0.0,29.456,class2_2026_04_27_15_26_18.csv,train,background,
138.157,432,0.691695,-20.838,-28.4798,11.5234,-37.3374,-36.4333,-0.9042,29.062,-303.0405,-4754.7601,-4451.7196,3424.768,45551.7288,-40847.9639,14.0668,13.5443,0.9629,2.233,29.062,class2_2026_04_27_15_26_18.csv,train,background,
139.752,437,0.69968,-49.9,-31.7501,12.8744,-34.4549,-40.8278,6.3729,28.616,4696.9382,-3147.3108,-7844.2489,-924.7665,5214.7335,-43722.0966,13.8518,12.9042,0.9316,0.0,28.616,class2_2026_04_27_15_26_18.csv,train,background,
140.71,440,0.704476,-49.9,-37.3409,14.0559,-34.4372,-39.5349,5.0977,29.508,3655.4152,-2208.3425,-5863.7576,42134.7994,42134.7994,-11241.3777,13.8676,13.0744,0.9428,0.0,29.508,class2_2026_04_27_15_26_18.csv,train,background,
141.348,442,0.707671,-49.9,-38.0387,13.3812,-34.5802,-39.4149,4.8347,29.508,817.919,-867.0581,-1684.9771,4115.9875,42134.7994,-35009.4091,13.7352,13.2344,0.9635,0.0,29.508,class2_2026_04_27_15_26_18.csv,train,background,
142.305,445,0.712462,-27.564,-38.1296,13.2734,-34.5001,-40.8683,6.3682,29.508,-2921.2909,3401.9261,6323.217,0.0,4115.9875,-42645.7727,13.8133,12.809,0.9273,0.638,29.508,class2_2026_04_27_15_26_18.csv,train,background,
143.9,450,0.720447,-49.9,-46.8769,8.5507,-34.8187,-42.3798,7.5611,27.208,-2612.3108,-62.9743,2549.3364,0.0,42645.7727,-0.0,13.5749,12.164,0.8961,0.0,27.208,class2_2026_04_27_15_26_18.csv,train,background,
144.219,451,0.722044,-49.9,-43.6169,11.7654,-36.4333,-40.85,4.4167,29.34,-2390.0982,-1578.3407,811.7576,-0.0,42645.7727,-0.0,13.5443,12.8352,0.9476,0.0,29.34,class2_2026_04_27_15_26_18.csv,train,background,
146.134,457,0.731632,-49.9,-37.7134,13.683,-41.0106,-36.7249,-4.2857,29.34,623.0252,156.0836,-466.9417,2863.6395,46059.4334,-45520.3793,12.6553,13.2636,1.0481,0.0,29.34,class2_2026_04_27_15_26_18.csv,train,background,
146.453,458,0.733229,-23.338,-34.8597,13.5212,-41.0106,-36.7647,-4.2459,29.34,-867.0581,2498.4395,3365.4976,45520.3793,46059.4334,-45520.3793,12.6553,13.2244,1.045,0.957,29.34,class2_2026_04_27_15_26_18.csv,train,background,
147.729,462,0.739618,-24.216,-40.868,12.7995,-41.0543,-35.5827,-5.4716,29.042,1870.0205,7188.7378,5318.7173,0.0,45520.3793,-40257.0564,12.5883,12.9824,1.0313,0.638,29.042,class2_2026_04_27_15_26_18.csv,train,background,
148.686,465,0.744409,-49.9,-43.9866,11.0717,-40.8683,-34.0951,-6.7732,27.537,1452.0853,3827.6108,2375.5255,-0.0,40257.0564,-0.0,12.809,12.7892,0.9985,0.0,27.537,class2_2026_04_27_15_26_18.csv,train,background,
150.92,472,0.755594,-21.291,-29.7101,10.9636,-39.2868,-31.3131,-7.9737,5.8455,-552.6048,-1954.684,-1402.0792,36358.9389,44101.884,-4335.4216,13.3412,11.747,0.8805,0.638,28.609,class2_2026_04_27_15_26_18.csv,train,background,
151.239,473,0.757191,-26.703,-26.9828,8.3413,-37.6974,-32.6018,-5.0956,5.8455,156.0836,-2987.7825,-3143.8661,-4335.4216,44101.884,-7750.7837,13.6819,12.4235,0.908,0.0,28.609,class2_2026_04_27_15_26_18.csv,train,background,
152.515,477,0.763579,-25.354,-27.655,8.2896,-36.7647,-33.7859,-2.9788,7.7925,5287.002,1177.8909,-4109.111,-7750.7837,3144.2022,-47706.0666,13.2244,13.0251,0.9849,0.0,30.556,class2_2026_04_27_15_26_18.csv,train,background,
152.834,478,0.765176,-28.999,-30.2324,10.8146,-37.0145,-34.9471,-2.0674,7.7925,7188.7378,2218.475,-4970.2627,-38473.3574,3144.2022,-47706.0666,12.9615,13.4706,1.0393,0.0,30.556,class2_2026_04_27_15_26_18.csv,train,background,
153.472,480,0.76837,-19.344,-33.0542,12.1672,-35.8533,-36.6447,0.7913,8.8355,3976.0107,1212.1135,-2763.8972,41968.6536,41968.6536,-47706.0666,12.6885,13.3219,1.0499,0.958,30.556,class2_2026_04_27_15_26_18.csv,train,background,
153.791,481,0.769968,-23.124,-35.926,12.7407,-35.5827,-36.6166,1.0339,8.8355,3827.6108,939.6442,-2887.9667,-47706.0666,41968.6536,-47706.0666,12.9824,13.3509,1.0284,0.958,30.556,class2_2026_04_27_15_26_18.csv,train,background,
154.43,483,0.773167,-49.9,-34.8981,13.5379,-34.0951,-36.6166,2.5214,7.7925,-145.0003,-3803.1869,-3658.1865,36029.7837,41968.6536,-42699.0611,12.7892,13.3509,1.0439,0.0,30.556,class2_2026_04_27_15_26_18.csv,train,background,
157.301,492,0.787541,-21.717,-34.9961,13.4028,-32.6018,-41.2347,8.6329,17.9015,-573.7987,524.5502,1098.3489,37286.837,44438.8746,-39951.4154,12.4235,12.2749,0.988,1.276,28.352,class2_2026_04_27_15_26_18.csv,train,background,
157.62,493,0.789138,-26.111,-34.9961,13.4028,-32.4718,-42.5563,10.0845,28.352,1177.8909,909.1719,-268.719,-4222.5705,44438.8746,-39951.4154,12.524,11.8486,0.9461,1.276,28.352,class2_2026_04_27_15_26_18.csv,train,background,
157.939,494,0.790735,-24.411,-38.143,13.2064,-32.4024,-43.9724,11.5699,28.352,2218.475,1712.5288,-505.9462,-37286.837,37286.837,-39951.4154,12.5556,11.0946,0.8836,1.276,28.352,class2_2026_04_27_15_26_18.csv,train,background,
158.577,496,0.793929,-49.9,-38.2619,13.0605,-33.7859,-42.7462,8.9602,28.183,1212.1135,-676.711,-1888.8245,0.0,37286.837,-42761.7586,13.0251,11.5807,0.8891,0.0,28.183,class2_2026_04_27_15_26_18.csv,train,background,
159.535,499,0.798725,-22.618,-43.8401,11.337,-36.6447,-42.8098,6.1652,27.282,-3803.1869,-87.0332,3716.1536,-0.0,42761.7586,-42761.7586,13.3219,11.4726,0.8612,0.638,27.282,class2_2026_04_27_15_26_18.csv,train,background,
160.173,501,0.80192,-49.9,-40.8824,12.754,-36.6166,-41.3019,4.6853,27.282,-4396.3019,-310.973,4085.3289,-0.0,42761.7586,-1000.0,13.3509,12.2022,0.914,0.0,27.282,class2_2026_04_27_15_26_18.csv,train,background,
161.13,504,0.806711,-49.9,-41.0761,12.4856,-36.3793,-39.8277,3.4484,27.257,-3702.3702,-27.8114,3674.5588,-1000.0,42722.5737,-40029.7837,13.5575,12.6791,0.9352,0.0,27.257,class2_2026_04_27_15_26_18.csv,train,background,
161.449,505,0.808308,-23.281,-41.0761,12.4856,-37.8928,-41.3066,3.4138,27.257,-3278.208,2909.3407,6187.5486,-0.0,42722.5737,-40029.7837,13.4615,12.2065,0.9068,0.638,27.257,class2_2026_04_27_15_26_18.csv,train,background,
162.406,508,0.813099,-49.9,-44.1047,10.8451,-38.0939,-39.7293,1.6354,26.619,524.5502,2841.4364,2316.8863,-40029.7837,-0.0,-40029.7837,13.2348,12.8094,0.9679,0.0,26.619,class2_2026_04_27_15_26_18.csv,train,background,
163.044,510,0.816293,-49.9,-44.6099,9.9306,-39.669,-39.7293,0.0603,25.539,1712.5288,3862.741,2150.2122,0.0,0.0,-0.0,12.8535,12.8094,0.9966,0.0,25.539,class2_2026_04_27_15_26_18.csv,train,background,
164.64,515,0.824284,-49.9,-41.5277,11.9077,-42.7462,-37.7484,-4.9978,27.143,-87.0332,-2175.4441,-2088.4109,6369.9044,34595.616,-2912.2257,11.5807,13.617,1.1758,0.0,27.143,class2_2026_04_27_15_26_18.csv,train,background,
164.959,516,0.825881,-23.764,-38.7182,12.5656,-42.7462,-37.8157,-4.9305,27.143,-1222.8471,-1968.173,-745.3259,0.0,34595.616,-2912.2257,11.5807,13.5505,1.1701,0.638,27.143,class2_2026_04_27_15_26_18.csv,train,background,
166.235,520,0.832269,-24.615,-34.8898,13.4546,-41.3019,-35.9213,-5.3806,28.507,-27.8114,1466.5773,1494.3887,44681.8213,44681.8213,-44681.8213,12.2022,14.0364,1.1503,0.957,28.507,class2_2026_04_27_15_26_18.csv,train,background,
167.192,523,0.837061,-49.9,-37.9309,13.4127,-39.8277,-34.3023,-5.5254,28.507,4286.6843,2388.1672,-1898.5171,43920.0658,44681.8213,-43734.9876,12.6791,14.0133,1.1052,0.0,28.507,class2_2026_04_27_15_26_18.csv,train,background,
167.511,524,0.838658,-21.879,-37.9309,13.4127,-41.3066,-35.859,-5.4476,28.507,2841.4364,4718.4693,1877.0328,40609.7226,44681.8213,-43734.9876,12.2065,14.1028,1.1554,0.958,28.507,class2_2026_04_27_15_26_18.csv,train,background,
168.15,526,0.841857,-49.9,-40.6229,13.1483,-39.7293,-35.7291,-4.0002,29.564,3862.741,4498.245,635.504,-40419.4638,43920.0658,-46338.5611,12.8094,14.2219,1.1103,0.0,29.564,class2_2026_04_27_15_26_18.csv,train,background,
168.469,527,0.843454,-49.9,-40.6229,13.1483,-39.7293,-35.7291,-4.0002,29.564,1812.3978,1958.7245,146.3267,-0.0,43920.0658,-46338.5611,12.8094,14.2219,1.1103,0.0,29.564,class2_2026_04_27_15_26_18.csv,train,background,
169.107,529,0.846648,-20.336,-40.607,13.171,-39.7293,-37.3715,-2.3578,29.564,-2286.5144,1425.0968,3711.6112,-0.0,46338.5611,-46338.5611,12.8094,14.0555,1.0973,0.638,29.564,class2_2026_04_27_15_26_18.csv,train,background,
169.745,531,0.849843,-49.9,-37.533,13.8758,-38.0868,-35.8539,-2.2329,29.564,-2175.4441,-3622.4415,-1446.9974,-0.0,46338.5611,-39067.4013,13.2865,14.0954,1.0609,0.0,29.564,class2_2026_04_27_15_26_18.csv,train,background,
170.702,534,0.854634,-24.975,-34.3872,13.963,-37.7484,-35.5406,-2.2078,31.219,-1012.0351,-4291.465,-3279.4299,761.7555,44144.2038,-39067.4013,13.617,14.3879,1.0566,1.276,31.219,class2_2026_04_27_15_26_18.csv,train,background,
171.021,535,0.856231,-21.25,-31.1008,13.3943,-37.8157,-35.4676,-2.3481,31.219,-911.1147,-3961.8204,-3050.7056,-39067.4013,44144.2038,-48719.4287,13.5505,14.4634,1.0674,1.276,31.219,class2_2026_04_27_15_26_18.csv,train,background,
171.978,538,0.861022,-18.681,-31.111,13.3872,-36.251,-37.1677,0.9167,31.219,2090.0358,1735.0447,-354.9912,4578.3683,48932.605,-48719.4287,13.6931,14.2504,1.0407,1.277,31.219,class2_2026_04_27_15_26_18.csv,train,background,
172.936,541,0.865819,-21.828,-33.9251,14.3345,-35.8618,-38.8888,3.027,31.219,4523.6805,2916.9276,-1606.7529,-0.0,48932.605,-44275.8652,14.1,13.8229,0.9803,0.638,31.219,class2_2026_04_27_15_26_18.csv,train,background,
173.255,542,0.867416,-49.9,-36.887,14.5733,-34.3023,-38.8888,4.5866,31.219,4498.245,996.5638,-3501.6812,275.8605,4578.3683,-44275.8652,14.0133,13.8229,0.9864,0.0,31.219,class2_2026_04_27_15_26_18.csv,train,background,
173.574,543,0.869013,-21.652,-40.3558,13.5031,-35.859,-38.9497,3.0907,29.578,1958.7245,3695.4593,1736.7348,-0.0,275.8605,-44275.8652,14.1028,13.7491,0.9749,0.638,29.578,class2_2026_04_27_15_26_18.csv,train,background,
174.212,545,0.872207,-49.9,-40.6071,13.1442,-35.7291,-37.4401,1.7111,28.248,1425.0968,-108.9355,-1534.0323,-0.0,275.8605,-42815.0502,14.2219,13.9541,0.9812,0.0,28.248,class2_2026_04_27_15_26_18.csv,train,background,
176.445,552,0.883387,-20.726,-33.9797,14.2649,-35.7767,-34.6871,-1.0896,5.8345,-3561.7792,1928.215,5489.9942,641.0627,46324.4561,-47039.0173,14.1762,13.6876,0.9655,1.276,29.964,class2_2026_04_27_15_26_18.csv,train,background,
177.403,555,0.888183,-49.9,-34.0514,14.2089,-35.4676,-33.3059,-2.1617,4.347,2124.5634,681.2081,-1443.3553,42816.1212,45727.2759,-41802.511,14.4634,13.3118,0.9204,0.0,29.964,class2_2026_04_27_15_26_18.csv,train,background,
178.041,557,0.891377,-49.9,-37.5599,13.8234,-37.1677,-33.4523,-3.7154,5.977,2916.9276,-106.5982,-3023.5257,-946.71,42816.1212,-41802.511,14.2504,13.2076,0.9268,0.0,29.964,class2_2026_04_27_15_26_18.csv,train,background,
178.36,558,0.892974,-23.23,-40.8892,12.7441,-38.8109,-34.9339,-3.877,27.274,996.5638,1587.2694,590.7056,0.0,42816.1212,-41802.511,13.9146,13.4711,0.9681,0.638,27.274,class2_2026_04_27_15_26_18.csv,train,background,
180.593,565,0.904154,-19.663,-28.7973,11.4367,-35.8509,-36.4665,0.6156,18.57,315.3592,-1923.4858,-2238.845,-379.3072,44836.9922,-47393.4201,14.073,13.5174,0.9605,1.595,30.237,class2_2026_04_27_15_26_18.csv,train,background,
181.55,568,0.908945,-24.842,-31.6502,13.0501,-34.1128,-37.9401,3.8273,18.57,1928.215,-1388.1025,-3316.3175,36647.7954,36647.7954,-39320.4426,14.1502,13.4445,0.9501,0.958,30.237,class2_2026_04_27_15_26_18.csv,train,background,
182.508,571,0.913742,-21.251,-35.6937,12.7762,-34.6871,-40.8281,6.1409,28.649,681.2081,-730.1213,-1411.3294,-0.0,36647.7954,-3876.1787,13.6876,12.8704,0.9403,0.638,28.649,class2_2026_04_27_15_26_18.csv,train,background,
182.827,572,0.915339,-49.9,-35.6937,12.7762,-34.7602,-40.8281,6.0679,28.649,2638.5269,-2557.6332,-5196.1601,-3876.1787,36647.7954,-3876.1787,13.612,12.8704,0.9455,0.0,28.649,class2_2026_04_27_15_26_18.csv,train,background,
183.146,573,0.916936,-23.724,-35.143,13.327,-34.7602,-42.2823,7.5221,30.014,-106.5982,-2041.5779,-1934.9798,-0.0,8330.7226,-2407.5219,13.612,12.3228,0.9053,0.638,30.014,class2_2026_04_27_15_26_18.csv,train,background,
183.784,575,0.92013,-25.26,-34.7736,13.6028,-34.8212,-43.6512,8.83,30.014,-1151.8548,-2904.5616,-1752.7068,-0.0,-0.0,-47043.8903,13.5598,11.7091,0.8635,0.638,30.014,class2_2026_04_27_15_26_18.csv,train,background,
184.741,578,0.924921,-23.241,-40.8652,12.841,-33.2665,-43.6573,10.3908,30.014,-2904.1075,-1270.9519,1633.1556,-47043.8903,41785.2712,-47043.8903,13.3726,11.686,0.8739,0.957,30.014,class2_2026_04_27_15_26_18.csv,train,background,
185.06,579,0.926518,-49.9,-37.6531,13.762,-31.7854,-43.6573,11.8719,30.014,-1429.8419,270.5953,1700.4372,-41785.2712,41785.2712,-41785.2712,12.9169,11.686,0.9047,0.0,30.014,class2_2026_04_27_15_26_18.csv,train,background,
185.379,580,0.928115,-49.9,-40.3909,13.472,-33.2939,-42.2584,8.9644,30.014,-1909.7736,1601.5709,3511.3446,0.0,41785.2712,-3153.6066,13.3515,12.3437,0.9245,0.0,30.014,class2_2026_04_27_15_26_18.csv,train,background,
186.656,584,0.934509,-49.9,-43.6993,11.6101,-36.4665,-42.3122,5.8457,28.909,-1388.1025,1173.8134,2561.9158,-3153.6066,45099.6281,-42158.3103,13.5174,12.2527,0.9064,0.0,28.909,class2_2026_04_27_15_26_18.csv,train,background,
187.294,586,0.937703,-49.9,-43.6993,11.6101,-36.548,-42.3231,5.7751,28.909,-1146.8552,1450.7587,2597.614,-42158.3103,45099.6281,-42158.3103,13.4313,12.2356,0.911,0.0,28.909,class2_2026_04_27_15_26_18.csv,train,background,
188.251,589,0.942494,-49.9,-46.9114,8.4529,-39.2364,-42.3231,3.0866,26.897,-2041.5779,2361.5815,4403.1595,-0.0,0.0,-0.0,13.4102,12.2356,0.9124,0.0,26.897,class2_2026_04_27_15_26_18.csv,train,background,
189.846,594,0.95048,-22.249,-40.8174,12.8758,-43.6512,-41.0039,-2.6473,28.911,-1270.9519,-780.343,490.6089,45315.0502,45315.0502,-45315.0502,11.7091,12.6047,1.0765,0.957,28.911,class2_2026_04_27_15_26_18.csv,train,background,
190.803,597,0.955271,-49.9,-40.8174,12.8758,-43.6573,-41.0433,-2.6141,28.911,343.6818,-334.3007,-677.9826,39283.7424,45315.0502,-39468.6552,11.686,12.5431,1.0733,0.0,28.911,class2_2026_04_27_15_26_18.csv,train,background,
191.761,600,0.960067,-49.9,-41.0308,12.5599,-42.2584,-39.1754,-3.083,27.941,1173.8134,287.6571,-886.1563,0.0,39283.7424,-1943.5721,12.3437,13.4804,1.0921,0.0,27.941,class2_2026_04_27_15_26_18.csv,train,background,
192.718,603,0.964859,-49.9,-43.8287,11.3622,-42.3122,-38.0304,-4.2818,27.941,2724.9738,2859.6961,134.7223,-1943.5721,43794.674,-41851.1019,12.2527,13.4235,1.0956,0.0,27.941,class2_2026_04_27_15_26_18.csv,train,background,
193.356,605,0.968053,-49.9,-40.9719,12.6372,-42.3231,-36.3189,-6.0041,27.941,2361.5815,3784.8868,1423.3053,-41851.1019,43794.674,-41851.1019,12.2356,13.7464,1.1235,0.0,27.941,class2_2026_04_27_15_26_18.csv,train,background,
193.675,606,0.96965,-49.9,-40.9719,12.6372,-42.3231,-34.947,-7.3761,27.941,835.2937,3464.6104,2629.3167,-0.0,0.0,-40.7539,12.2356,13.5535,1.1077,0.0,27.941,class2_2026_04_27_15_26_18.csv,train,background,
194.951,610,0.976038,-49.9,-44.1893,10.6837,-40.8947,-33.6705,-7.2242,25.711,-780.343,2249.3494,3029.6924,-40.7539,40299.3777,-40070.01,12.7573,13.464,1.0554,0.0,25.711,class2_2026_04_27_15_26_18.csv,train,background,
22.016,68,0.110225,-15.088,-14.73,0.222,-14.4409,-14.4434,0.0025,-0.031,-88.3779,88.1888,176.5667,456.1129,456.1129,6.2696,0.1887,0.1833,0.9712,0.0,0.655,class1_2026_04_27_14_49_30.csv,train,background,
39.565,123,0.198085,-14.751,-14.557,0.1059,-14.5097,-14.5147,0.0051,0.1145,-22.8753,-14.7297,8.1456,285.2665,285.2665,-415.3605,0.0744,0.1192,1.6022,0.0,0.351,class1_2026_04_27_14_49_30.csv,train,background,
54.242,169,0.271567,-14.607,-14.5653,0.1487,-14.6032,-14.5544,-0.0487,0.253,-6.4487,-33.4545,-27.0058,258.6207,258.6207,94.0439,0.1023,0.1278,1.2492,0.0,0.496,class1_2026_04_27_14_49_30.csv,train,background,
59.985,187,0.30032,-14.702,-14.616,0.0814,-14.5492,-14.5666,0.0174,0.066,-59.5724,24.5932,84.1656,3.1348,3.1348,-31.348,0.1234,0.0965,0.7816,0.0,0.229,class1_2026_04_27_14_49_30.csv,train,background,
79.448,248,0.397763,-14.915,-14.7566,0.0874,-14.6895,-14.6913,0.0018,0.102,-30.9522,35.4126,66.3648,-83.0721,318.1818,-89.9248,0.0899,0.0807,0.8981,0.0,0.327,class1_2026_04_27_14_49_30.csv,train,background,
89.658,280,0.44888,-14.736,-14.7623,0.1454,-14.644,-14.7089,0.0649,0.162,-35.3321,61.5343,96.8664,-253.2897,194.3574,-578.3699,0.1052,0.1386,1.3176,0.0,0.521,class1_2026_04_27_14_49_30.csv,train,background,
99.869,312,0.500003,-14.74,-14.8526,0.1086,-14.7249,-14.7725,0.0476,0.01,-23.545,45.802,69.347,-186.5204,343.2586,-186.5204,0.1262,0.1099,0.8711,0.0,0.352,class1_2026_04_27_14_49_30.csv,train,background,
106.888,334,0.535144,-15.096,-14.8362,0.1447,-14.763,-14.8423,0.0793,0.138,-23.1404,11.5545,34.6949,-1.5674,249.2163,-446.2051,0.0967,0.1119,1.1568,0.0,0.463,class1_2026_04_27_14_49_30.csv,train,background,
120.927,378,0.605431,-14.973,-14.8151,0.1154,-14.7782,-14.6494,-0.1287,0.131,-12.214,23.3596,35.5736,-216.3009,56.4263,-216.3009,0.0945,0.4449,4.7077,0.0,0.383,class1_2026_04_27_14_49_30.csv,train,background,
127.628,399,0.63898,-5.87,-8.7558,2.8523,-13.8649,-13.7503,-0.1146,8.839,1162.8296,-2655.999,-3818.8286,611.2853,9749.2163,-2733.5423,2.2371,5.0821,2.2717,2.871,8.72,class1_2026_04_27_14_49_30.csv,train,connector,127.63
129.223,404,0.646966,-9.705,-9.6411,2.1821,-11.753,-20.6746,8.9216,8.453,2277.4583,-4681.9978,-6959.4561,-3208.4639,-1993.7304,-3208.4639,3.6133,11.1131,3.0756,2.871,6.811,class1_2026_04_27_14_49_30.csv,train,background,
131.138,410,0.656553,-14.705,-14.7246,2.2038,-10.7581,-26.9182,16.1601,3.882,-600.5049,-2303.7025,-1703.1976,-2772.2124,-2115.9875,-3084.6395,3.1147,12.5735,4.0368,0.0,6.639,class1_2026_04_27_14_49_30.csv,train,break,131.46
133.052,416,0.666136,-18.856,-23.1932,9.902,-11.8968,-36.1186,24.2218,2.7545,-2637.9989,-4473.3764,-1835.3775,-12970.2179,-1401.2555,-48658.3088,4.1729,13.8594,3.3213,0.0,33.227,class1_2026_04_27_14_49_30.csv,train,background,
133.69,418,0.66933,-49.9,-27.4348,12.2776,-13.7503,-34.1141,20.3638,1.7795,-3080.1692,-4833.4772,-1753.308,10836.989,10836.989,-46695.9279,5.0821,14.157,2.7856,0.0,31.938,class1_2026_04_27_14_49_30.csv,train,background,
135.285,423,0.677316,-20.343,-28.0652,11.7368,-20.6746,-37.6546,16.9799,2.101,-5098.4242,406.4625,5504.8867,2493.7288,46327.5893,-46001.6903,11.1131,13.7444,1.2368,0.958,29.792,class1_2026_04_27_14_49_30.csv,train,background,
136.562,427,0.683709,-23.594,-37.529,13.8727,-24.4238,-40.8162,16.3924,4.0555,-3573.8768,1947.3325,5521.2093,0.0,2493.7288,-41231.9781,11.8166,12.9036,1.092,0.0,29.557,class1_2026_04_27_14_49_30.csv,train,background,
137.519,430,0.6885,-49.9,-43.7911,11.4423,-28.8204,-39.5891,10.7686,4.7985,-4087.9352,-1037.123,3050.8123,-0.0,239.8119,-0.0,13.2957,13.031,0.9801,0.0,28.674,class1_2026_04_27_14_49_30.csv,train,background,
138.795,434,0.694889,-49.9,-37.2718,14.1591,-34.3939,-37.9139,3.5199,19.481,-4833.4772,-2026.3603,2807.1169,2901.2539,44943.5768,-47844.8307,13.9683,13.5307,0.9687,0.0,30.525,class1_2026_04_27_14_49_30.csv,train,background,
140.071,438,0.701277,-23.879,-37.682,13.7354,-35.7692,-38.2192,2.4499,30.525,-2052.3629,2908.4081,4960.771,254.9079,44567.4013,-39156.7445,14.1643,13.2159,0.933,0.639,30.525,class1_2026_04_27_14_49_30.csv,train,background,
140.391,439,0.702879,-49.9,-37.682,13.7354,-35.8597,-38.2192,2.3594,30.525,406.4625,2852.7124,2446.2498,-1376.1657,44567.4013,-39156.7445,14.0826,13.2159,0.9385,0.0,30.525,class1_2026_04_27_14_49_30.csv,train,background,
141.348,442,0.707671,-49.9,-41.4693,11.9265,-37.6546,-36.8359,-0.8186,26.021,1438.3803,1502.9087,64.5284,-0.0,254.9079,-38985.8966,13.7444,13.228,0.9624,0.0,26.021,class1_2026_04_27_14_49_30.csv,train,background,
