m,candidate_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,split,label,gt_m
128.266,401,0.642174,-25.713,-35.2449,13.3194,-38.0491,-37.5344,-0.5146,30.085,-1212.3128,-844.5661,367.7467,-1346.3934,44769.5956,-43423.2022,13.465,13.9124,1.0332,1.595,30.085,class3_2026_05_14_12_59_21.csv,train,background,
128.904,403,0.645369,-49.9,-32.5613,12.5044,-37.6654,-37.6843,0.0189,30.085,1704.1485,-103.9697,-1808.1182,-43423.2022,44769.5956,-43423.2022,13.8198,13.76,0.9957,0.0,30.085,class3_2026_05_14_12_59_21.csv,train,background,
130.818,409,0.654951,-49.9,-34.1307,14.2005,-37.9623,-36.1151,-1.8472,30.085,4694.7489,-1148.6901,-5843.439,-44337.3053,44268.0282,-46800.9436,13.5011,13.8659,1.027,0.0,30.085,class3_2026_05_14_12_59_21.csv,train,background,
131.457,411,0.65815,-20.041,-37.4734,13.9763,-37.9623,-37.7739,-0.1883,29.859,568.1989,1752.9012,1184.7023,46371.4749,46874.1845,-46800.9436,13.5011,13.6277,1.0094,0.957,29.859,class3_2026_05_14_12_59_21.csv,train,background,
132.095,413,0.661345,-49.9,-40.6462,13.1845,-36.3592,-36.2528,-0.1064,19.1805,766.5799,2343.4822,1576.9024,-46371.4749,46874.1845,-46371.4749,13.6972,13.7181,1.0015,0.0,29.859,class3_2026_05_14_12_59_21.csv,train,background,
132.414,414,0.662942,-49.9,-37.4116,14.0595,-36.3592,-36.2528,-0.1064,19.1805,-1961.4993,231.616,2193.1153,-0.0,46874.1845,-0.0,13.6972,13.7181,1.0015,0.0,29.859,class3_2026_05_14_12_59_21.csv,train,background,
134.009,419,0.670927,-49.9,-38.0338,13.3563,-36.1907,-36.0702,-0.1205,17.192,-103.9697,1849.1476,1953.1174,-6434.1693,37366.7759,-45199.0627,13.8209,13.8696,1.0035,0.0,29.112,class3_2026_05_14_12_59_21.csv,train,background,
134.328,420,0.672524,-24.893,-38.0338,13.3563,-37.5344,-37.4595,-0.0749,29.112,-2284.9828,1302.3566,3587.3393,-0.0,8263.3213,-45199.0627,13.9124,13.9327,1.0015,0.638,29.112,class3_2026_05_14_12_59_21.csv,train,background,
135.604,424,0.678913,-49.9,-34.8187,13.5461,-37.7536,-36.0468,-1.7068,28.837,712.7605,-3292.3799,-4005.1404,39460.027,39460.027,-45000.0016,13.6727,13.8811,1.0152,0.0,28.837,class3_2026_05_14_12_59_21.csv,train,background,
136.243,426,0.682112,-21.19,-34.2989,13.9992,-37.6902,-37.4371,-0.2531,29.685,-1026.9745,-1414.6488,-387.6743,4059.5611,44822.638,-45000.0016,13.7308,13.9495,1.0159,1.277,29.685,class3_2026_05_14_12_59_21.csv,train,background,
136.881,428,0.685306,-49.9,-34.4718,13.8434,-36.1151,-37.3629,1.2478,29.685,4455.7319,-2978.7386,-7434.4705,-43705.3307,44822.638,-46528.2163,13.8659,14.0346,1.0122,0.0,29.685,class3_2026_05_14_12_59_21.csv,train,background,
137.519,430,0.6885,-20.215,-31.0336,13.3546,-37.7739,-35.9497,-1.8242,29.685,231.616,165.7027,-65.9133,42760.1928,46528.2163,-46528.2163,13.6277,13.9749,1.0255,0.957,29.685,class3_2026_05_14_12_59_21.csv,train,background,
138.795,434,0.694889,-21.808,-37.3218,14.0748,-34.6891,-37.5946,2.9054,17.765,2120.0251,3475.651,1355.6259,-44115.9906,44031.3495,-44115.9906,13.6775,13.8224,1.0106,0.957,29.685,class3_2026_05_14_12_59_21.csv,train,background,
139.433,436,0.698083,-49.9,-37.6219,13.7393,-34.4529,-35.9802,1.5273,3.692,1302.3566,3680.7644,2378.4078,-0.0,44031.3495,-44087.779,13.86,13.9869,1.0092,0.0,28.146,class3_2026_05_14_12_59_21.csv,train,background,
140.391,439,0.702879,-21.772,-43.8706,11.2898,-37.4595,-35.9599,-1.4996,28.128,-3312.5823,1038.3125,4350.8948,40755.6504,43881.2253,-44087.779,13.9327,14.0077,1.0054,0.958,28.128,class3_2026_05_14_12_59_21.csv,train,background,
141.348,442,0.707671,-49.9,-37.4041,13.9942,-36.0468,-34.1831,-1.8638,4.6215,-1414.6488,-1273.0125,141.6363,-0.0,43881.2253,-45421.6332,13.8811,14.1296,1.0179,0.0,29.219,class3_2026_05_14_12_59_21.csv,train,background,
142.624,446,0.714059,-49.9,-34.6531,13.7335,-37.3629,-34.8414,-2.5216,18.0485,165.7027,-1588.4921,-1754.1948,28.2132,45797.8088,-45826.0219,14.0346,13.6221,0.9706,0.0,29.237,class3_2026_05_14_12_59_21.csv,train,background,
144.219,451,0.722044,-19.889,-34.5562,13.8337,-36.1375,-37.7477,1.6102,30.011,3472.6156,2180.8298,-1291.7858,-37462.384,47039.1881,-47039.1881,13.8163,13.7111,0.9924,0.957,30.011,class3_2026_05_14_12_59_21.csv,train,background,
145.815,456,0.730035,-49.9,-37.0476,14.3875,-35.9802,-35.3219,-0.6582,7.896,888.5462,-2281.4108,-3169.957,44659.8777,45333.6348,-47879.3119,13.9869,13.2068,0.9442,0.0,30.547,class3_2026_05_14_12_59_21.csv,train,background,
146.453,458,0.733229,-49.9,-34.5612,13.876,-35.9599,-36.9049,0.945,19.3585,-1273.0125,-629.8908,643.1218,3219.4342,44659.8777,-47879.3119,14.0077,13.1515,0.9389,0.0,30.547,class3_2026_05_14_12_59_21.csv,train,background,
147.729,462,0.739618,-27.523,-34.913,13.6313,-34.1831,-35.4389,1.2559,7.134,-1588.4921,16.0018,1604.4939,0.0,43217.8715,-47672.4154,14.1296,13.0875,0.9263,0.0,30.547,class3_2026_05_14_12_59_21.csv,train,background,
148.367,464,0.742812,-25.929,-35.3841,13.1502,-36.1731,-35.2534,-0.9197,8.153,147.0357,2154.4602,2007.4245,47672.4154,47672.4154,-47672.4154,13.8554,13.2438,0.9559,0.0,30.415,class3_2026_05_14_12_59_21.csv,train,background,
149.005,466,0.746006,-49.9,-38.4478,12.9619,-34.7759,-33.8471,-0.9288,7.002,1982.7585,4051.7133,2068.9547,-47672.4154,47672.4154,-47672.4154,13.6927,12.9276,0.9441,0.0,30.415,class3_2026_05_14_12_59_21.csv,train,background,
150.282,470,0.752399,-49.9,-38.8968,12.336,-37.7477,-35.3086,-2.4391,15.2335,87.0793,-11.1775,-98.2568,37557.9969,41040.364,-40493.732,13.7111,13.1705,0.9606,0.0,26.307,class3_2026_05_14_12_59_21.csv,train,background,
150.92,472,0.755594,-26.975,-38.8968,12.336,-36.4164,-36.2648,-0.1516,15.2335,-2281.4108,-1424.1484,857.2624,2935.7351,37557.9969,-40493.732,13.6296,13.7215,1.0067,1.276,26.307,class3_2026_05_14_12_59_21.csv,train,background,
151.558,474,0.758788,-49.9,-35.6553,12.8361,-35.3219,-37.7001,2.3782,17.8705,-629.8908,-1326.5465,-696.6558,-40493.732,37557.9969,-40493.732,13.2068,13.7215,1.039,0.0,28.944,class3_2026_05_14_12_59_21.csv,train,background,
151.877,475,0.760385,-49.9,-32.4046,12.5178,-35.3219,-36.1229,0.801,6.995,-512.8453,-3784.1576,-3271.3124,-0.0,35932.605,-6879.3103,13.2068,13.8594,1.0494,0.0,29.257,class3_2026_05_14_12_59_21.csv,train,background,
152.834,478,0.765176,-23.364,-34.9894,13.4716,-36.9939,-34.446,-2.5479,6.995,16.0018,-3642.4309,-3658.4326,490.594,45366.7759,-34499.9484,13.0373,13.9045,1.0665,1.276,29.257,class3_2026_05_14_12_59_21.csv,train,background,
154.749,484,0.774764,-21.575,-38.2127,13.1667,-35.4207,-36.2551,0.8344,5.789,3332.2585,5661.7609,2329.5024,-42951.4138,44396.5533,-44396.5533,13.0613,13.7023,1.0491,0.957,28.325,class3_2026_05_14_12_59_21.csv,train,background,
155.387,486,0.777958,-49.9,-40.4108,13.4306,-33.8471,-36.2551,2.408,6.2315,-11.1775,4956.5704,4967.7479,0.0,44396.5533,-46512.5423,12.9276,13.7023,1.0599,0.0,29.675,class3_2026_05_14_12_59_21.csv,train,background,
156.344,489,0.782749,-20.225,-43.4484,12.0736,-35.3086,-36.2385,0.9299,7.139,-1525.7691,-632.8281,892.9411,-0.0,46512.5423,-46512.5423,13.1705,13.7219,1.0419,0.638,29.675,class3_2026_05_14_12_59_21.csv,train,background,
156.982,491,0.785944,-49.9,-37.033,14.3891,-36.2648,-36.2385,-0.0263,18.6015,-3784.1576,-3453.5142,330.6434,-0.0,46512.5423,-1374.6097,13.7215,13.7219,1.0,0.0,29.675,class3_2026_05_14_12_59_21.csv,train,background,
157.939,494,0.790735,-21.097,-34.3988,13.8971,-36.1229,-36.3516,0.2286,17.8625,-3642.4309,-6272.6408,-2630.2099,857.3652,45145.7712,-43815.474,13.8594,13.6022,0.9814,1.915,28.936,class3_2026_05_14_12_59_21.csv,train,background,
159.216,498,0.797128,-49.9,-29.0618,11.236,-34.6571,-37.8338,3.1767,17.8625,3351.4765,228.1787,-3123.2978,1098.7461,1098.7461,-40967.0878,13.7209,13.5417,0.9869,0.0,28.936,class3_2026_05_14_12_59_21.csv,train,background,
159.535,499,0.798725,-23.742,-32.2621,12.5382,-35.8875,-37.7524,1.8649,28.936,3286.9434,2497.1088,-789.8345,37816.616,37816.616,-40967.0878,14.036,13.6302,0.9711,1.276,28.936,class3_2026_05_14_12_59_21.csv,train,background,
160.811,503,0.805114,-49.9,-38.0782,13.2922,-36.2551,-38.9582,2.7031,29.974,2207.6821,1694.8552,-512.8269,-0.0,37816.616,-46981.1928,13.7023,13.7349,1.0024,0.0,29.974,class3_2026_05_14_12_59_21.csv,train,background,
161.449,505,0.808308,-19.926,-43.6654,11.6988,-36.2551,-39.0507,2.7956,29.974,-632.8281,609.5965,1242.4245,-0.0,46981.1928,-46981.1928,13.7023,13.6114,0.9934,0.638,29.974,class3_2026_05_14_12_59_21.csv,train,background,
162.087,507,0.811502,-49.9,-43.5332,11.9275,-34.5899,-37.5483,2.9584,17.9105,-3453.5142,1646.7213,5100.2355,-0.0,46981.1928,-0.0,13.7641,13.8218,1.0042,0.0,29.974,class3_2026_05_14_12_59_21.csv,train,background,
162.406,508,0.813099,-49.9,-40.441,13.3935,-36.2385,-35.9914,-0.2471,17.9105,-6206.0667,-539.2897,5666.777,0.0,46981.1928,-0.0,13.7219,13.9208,1.0145,0.0,29.974,class3_2026_05_14_12_59_21.csv,train,background,
163.683,512,0.819493,-22.07,-37.5893,13.7824,-36.2975,-36.3127,0.0152,18.589,-2939.4475,-643.1708,2296.2767,3105.0172,43421.255,-45937.3088,13.6606,13.6747,1.001,1.596,29.308,class3_2026_05_14_12_59_21.csv,train,background,
164.64,515,0.824284,-49.9,-34.5202,13.7747,-36.4195,-36.432,0.0125,18.589,2497.1088,2290.7485,-206.3603,-41271.163,43421.255,-43294.674,13.537,13.5458,1.0006,0.0,29.308,class3_2026_05_14_12_59_21.csv,train,background,
165.916,519,0.830672,-49.9,-40.5121,13.2785,-39.0928,-34.9185,-4.1743,28.56,1694.8552,-377.1533,-2072.0085,-0.0,43294.674,-44764.8934,13.5725,13.4897,0.9939,0.0,28.56,class3_2026_05_14_12_59_21.csv,train,background,
166.554,521,0.833867,-21.34,-37.5073,13.8611,-40.5449,-33.4327,-7.1122,28.56,609.5965,1344.2889,734.6925,44371.4765,44764.8934,-44764.8934,13.249,13.2252,0.9982,0.957,28.56,class3_2026_05_14_12_59_21.csv,train,background,
167.511,524,0.838658,-49.9,-37.4627,13.9107,-39.0507,-33.4423,-5.6084,17.841,-539.2897,444.2346,983.5243,42387.1505,44764.8934,-43924.7696,13.6114,13.2166,0.971,0.0,28.56,class3_2026_05_14_12_59_21.csv,train,background,
168.788,528,0.845051,-49.9,-32.3519,12.5445,-35.9914,-31.9401,-4.0514,1.944,-643.1708,-3518.4011,-2875.2303,43786.8354,43983.8993,-41293.1066,13.9208,12.7983,0.9194,0.0,28.024,class3_2026_05_14_12_59_21.csv,train,background,
169.426,530,0.848245,-28.462,-35.3567,13.1352,-35.9576,-31.5398,-4.4178,1.686,2485.8153,-198.8351,-2684.6504,-2493.7288,43786.8354,-42550.1599,13.9541,13.0187,0.933,0.0,28.024,class3_2026_05_14_12_59_21.csv,train,background,
170.383,533,0.853037,-49.9,-32.3743,12.5496,-36.432,-33.1574,-3.2746,4.051,4430.5636,2856.0426,-1574.521,-42550.1599,33601.884,-45633.2335,13.5458,13.408,0.9898,0.0,29.114,class3_2026_05_14_12_59_21.csv,train,background,
172.617,540,0.864221,-49.9,-34.8977,13.4406,-33.4327,-33.7103,0.2776,3.502,444.2346,-422.6733,-866.9079,469.0738,43905.9592,-44100.3166,13.2252,13.0085,0.9836,0.0,28.136,class3_2026_05_14_12_59_21.csv,train,background,
172.936,541,0.865819,-21.764,-34.568,13.7333,-35.0054,-35.2734,0.268,4.9605,-135.395,-854.2008,-718.8058,-0.0,43905.9592,-44100.3166,13.4055,13.1686,0.9823,0.638,28.718,class3_2026_05_14_12_59_21.csv,train,background,
173.574,543,0.869013,-49.9,-31.2477,13.2231,-33.4423,-33.7131,0.2708,4.982,-819.1504,-4257.1047,-3437.9544,40484.3307,40484.3307,-935.7367,13.2166,13.006,0.9841,0.0,29.616,class3_2026_05_14_12_59_21.csv,train,background,
174.531,546,0.873804,-22.34,-34.4904,13.818,-33.4712,-35.2203,1.7491,5.22,-198.8351,-2645.3733,-2446.5381,1407.5219,45012.5439,-46420.0658,13.2004,13.2188,1.0014,1.276,29.616,class3_2026_05_14_12_59_21.csv,train,background,
175.169,548,0.876998,-22.937,-29.0209,11.2734,-31.8467,-35.3474,3.5007,5.0795,3541.9172,320.7544,-3221.1628,-46420.0658,45012.5439,-46420.0658,12.8766,13.111,1.0182,0.0,29.616,class3_2026_05_14_12_59_21.csv,train,background,
175.807,550,0.880192,-49.9,-29.7976,10.9039,-33.0034,-32.3531,-0.6503,4.315,-243.8617,-48.5899,195.2719,38205.3323,38205.3323,-38104.3703,13.5103,12.5138,0.9262,0.0,29.616,class3_2026_05_14_12_59_21.csv,train,background,
176.445,552,0.883387,-25.049,-36.1504,12.3329,-33.1574,-33.5052,0.3478,1.7595,704.1293,3615.2098,2911.0805,65.8307,38951.4138,-38104.3703,13.408,13.1708,0.9823,0.0,26.963,class3_2026_05_14_12_59_21.csv,train,background,
177.083,554,0.886581,-26.76,-36.0563,12.4362,-32.0377,-34.6143,2.5766,2.509,1211.9719,4499.096,3287.124,-38104.3703,38951.4138,-43589.3448,12.7031,13.7127,1.0795,0.0,27.81,class3_2026_05_14_12_59_21.csv,train,background,
178.679,559,0.894571,-49.9,-40.4939,13.3042,-33.7103,-34.5761,0.8658,4.2225,-4257.1047,-2147.6864,2109.4183,-0.0,43589.3448,-0.0,13.0085,13.7484,1.0569,0.0,28.759,class3_2026_05_14_12_59_21.csv,train,background,
181.231,567,0.907348,-21.911,-28.6051,11.4774,-35.3474,-43.7618,8.4143,29.634,1855.6668,-4232.9924,-6088.6592,-5836.989,41094.0486,-43684.7441,13.111,11.4943,0.8767,2.234,29.634,class3_2026_05_14_12_59_21.csv,train,background,
182.189,570,0.912144,-21.412,-34.3873,13.9046,-33.7072,-45.11,11.4028,29.634,4499.096,-2491.0154,-6990.1113,0.0,5224.1379,-43249.221,13.0107,10.7193,0.8239,0.638,29.634,class3_2026_05_14_12_59_21.csv,train,background,
183.465,574,0.918533,-49.9,-40.5024,13.2924,-34.6143,-45.2984,10.6841,28.497,620.3128,109.7239,-510.5889,0.0,0.0,-44666.1473,13.7127,10.34,0.754,0.0,28.497,class3_2026_05_14_12_59_21.csv,train,background,
184.103,576,0.921727,-21.403,-43.6678,11.6614,-36.1593,-45.3074,9.1482,28.497,-4915.5478,2974.0206,7889.5684,0.0,44666.1473,-44666.1473,13.781,10.3191,0.7488,0.638,28.497,class3_2026_05_14_12_59_21.csv,train,background,
184.741,578,0.924921,-49.9,-46.7337,8.9557,-34.5761,-43.6302,9.0541,28.497,-5709.2311,3977.8333,9687.0643,0.0,44666.1473,-0.0,13.7484,11.7856,0.8572,0.0,28.497,class3_2026_05_14_12_59_21.csv,train,background,
186.017,582,0.93131,-49.9,-49.9,0.0,-37.7342,-40.8037,3.0696,0.0,-5189.2429,4107.1209,9296.3638,0.0,0.0,-0.0,13.6404,12.9522,0.9495,0.0,0.0,class3_2026_05_14_12_59_21.csv,train,background,
188.251,589,0.942494,-49.9,-40.7149,13.0685,-45.11,-36.5232,-8.5868,30.13,765.8372,-388.6384,-1154.4756,-9291.5361,47225.7085,-37934.1724,10.7193,13.4483,1.2546,0.0,30.13,class3_2026_05_14_12_59_21.csv,train,background,
188.57,590,0.944091,-25.698,-40.7149,13.0685,-45.11,-37.8678,-7.2422,30.13,109.7239,-310.1446,-419.8685,0.0,47225.7085,-37934.1724,10.7193,13.5085,1.2602,0.638,30.13,class3_2026_05_14_12_59_21.csv,train,background,
189.846,594,0.95048,-49.9,-37.674,13.7455,-43.7243,-37.9995,-5.7248,30.19,3977.8333,46.4327,-3931.4006,2909.0925,44410.6614,-42601.9804,11.5997,13.3596,1.1517,0.0,30.19,class3_2026_05_14_12_59_21.csv,train,background,
190.165,595,0.952077,-19.71,-40.3631,13.5048,-45.3074,-38.1569,-7.1505,30.19,3052.8652,352.5317,-2700.3336,-0.0,44410.6614,-42601.9804,10.3191,13.1584,1.2751,0.638,30.19,class3_2026_05_14_12_59_21.csv,train,background,
190.803,597,0.955271,-22.592,-34.7139,13.678,-43.6302,-36.9557,-6.6745,30.19,3230.255,-1322.0137,-4552.2687,267.5157,2909.0925,-42601.9804,11.7856,12.985,1.1018,0.639,30.19,class3_2026_05_14_12_59_21.csv,train,background,
191.442,599,0.95847,-49.9,-35.0038,13.4215,-42.1131,-33.8239,-8.2892,30.19,2537.1608,-1126.9079,-3664.0687,36942.011,36942.011,-42749.221,12.6097,12.891,1.0223,0.0,30.19,class3_2026_05_14_12_59_21.csv,train,background,
192.08,601,0.961665,-22.626,-38.3582,12.9441,-40.8037,-35.4036,-5.4001,27.308,1245.6941,3031.5692,1785.8751,3379.3103,42749.221,-42749.221,12.9522,13.0454,1.0072,1.276,27.308,class3_2026_05_14_12_59_21.csv,train,background,
192.718,603,0.964859,-49.9,-35.3724,13.0433,-37.8593,-35.1887,-2.6707,16.8115,1427.8345,4448.5655,3020.731,-40321.3213,42749.221,-41009.4075,13.5505,13.2588,0.9785,0.0,28.016,class3_2026_05_14_12_59_21.csv,train,background,
193.037,604,0.966456,-49.9,-35.3724,13.0433,-37.8593,-35.1887,-2.6707,16.8115,1699.6671,1816.3248,116.6577,0.0,42749.221,-41009.4075,13.5505,13.2588,0.9785,0.0,28.016,class3_2026_05_14_12_59_21.csv,train,background,
193.675,606,0.96965,-23.736,-38.1369,13.1655,-37.8593,-35.1662,-2.6931,16.8115,-310.1446,881.4944,1191.639,43912.2273,43912.2273,-41009.4075,13.5505,13.2785,0.9799,0.957,28.016,class3_2026_05_14_12_59_21.csv,train,background,
194.632,609,0.974441,-23.937,-37.9557,13.3661,-37.8678,-36.6982,-1.1696,28.016,119.4788,113.4834,-5.9954,0.0,43912.2273,-40694.3605,13.5085,13.308,0.9852,0.638,28.016,class3_2026_05_14_12_59_21.csv,train,background,
21.697,67,0.108628,-15.02,-14.7623,0.2136,-14.4244,-14.4419,0.0174,-0.0215,-61.9504,154.3608,216.3111,-371.4734,214.1953,-371.4734,0.1465,0.2585,1.7644,0.0,0.641,class1_2026_04_27_14_48_51.csv,train,background,
24.249,75,0.121405,-14.089,-14.399,0.2251,-14.5698,-14.3463,-0.2235,0.288,-21.4848,-6.8917,14.5931,56.4263,805.6426,-470.2194,0.2547,0.0788,0.3093,0.638,0.887,class1_2026_04_27_14_48_51.csv,train,background,
41.16,128,0.206071,-14.687,-14.5563,0.1216,-14.4976,-14.57,0.0724,0.196,-71.2466,-49.687,21.5596,134.7962,134.7962,-50.1567,0.111,0.1074,0.9672,0.0,0.388,class1_2026_04_27_14_48_51.csv,train,background,
51.689,161,0.258785,-14.721,-14.634,0.0862,-14.5916,-14.5916,0.0,0.118,1.4366,4.2205,2.784,101.8809,101.8809,-29.859,0.0924,0.0795,0.8606,0.0,0.269,class1_2026_04_27_14_48_51.csv,train,background,
81.363,254,0.407351,-14.79,-14.7438,0.1419,-14.7097,-14.7191,0.0093,0.116,-29.5078,11.2979,40.8057,203.7618,203.7618,-23.511,0.114,0.0846,0.7422,0.0,0.426,class1_2026_04_27_14_48_51.csv,train,background,
104.974,328,0.525561,-15.028,-14.7818,0.1453,-14.7498,-14.7989,0.0491,0.187,-8.3176,-16.4693,-8.1517,-47.0219,268.0251,-300.9404,0.1106,0.1213,1.0969,0.0,0.435,class1_2026_04_27_14_48_51.csv,train,background,
110.079,344,0.55112,-14.964,-14.8637,0.1494,-14.7957,-14.787,-0.0087,0.189,-16.4693,40.5463,57.0155,161.442,161.442,-231.9749,0.1262,0.1425,1.1298,0.0,0.453,class1_2026_04_27_14_48_51.csv,train,background,
124.437,389,0.623004,-14.868,-14.8382,0.0698,-14.7897,-10.9225,-3.8672,0.0495,-13.1394,2104.2763,2117.4157,-134.7962,53.2915,-134.7962,0.0884,3.2958,37.2785,0.0,0.248,class1_2026_04_27_14_48_51.csv,train,background,
127.628,399,0.63898,-5.869,-8.7626,2.8843,-13.9077,-13.3287,-0.5791,8.889,1166.4655,-2634.1873,-3800.6529,608.1505,9620.6897,-2733.5423,2.2629,4.2338,1.871,2.871,8.916,class1_2026_04_27_14_48_51.csv,train,connector,127.63
129.223,404,0.646966,-9.692,-9.643,2.1948,-11.7957,-20.4931,8.6974,8.553,2316.7812,-2328.3168,-4645.098,-3189.6552,-2004.7022,-3189.6552,3.6554,11.1469,3.0494,2.871,6.892,class1_2026_04_27_14_48_51.csv,train,background,
131.776,412,0.659748,-16.563,-16.313,2.093,-10.7844,-29.0914,18.307,3.0935,-2053.1073,-4967.3584,-2914.2511,-3142.6332,-2098.6067,-3142.6332,3.1597,13.1201,4.1523,0.0,6.032,class1_2026_04_27_14_48_51.csv,train,break,131.78
134.009,419,0.670927,-19.774,-27.7874,12.1255,-14.1543,-36.4317,22.2774,1.8635,-2497.2591,-1168.4818,1328.7773,-45126.9639,-438.8699,-47219.4389,4.2215,13.5464,3.2089,0.638,30.897,class1_2026_04_27_14_48_51.csv,train,background,
134.647,421,0.674121,-49.9,-31.6368,13.1283,-17.1864,-34.9838,17.7974,1.631,-4493.4034,-1303.0971,3190.3062,34421.6348,34421.6348,-34421.6348,8.7465,13.4217,1.5345,0.0,30.448,class1_2026_04_27_14_48_51.csv,train,background,
136.562,427,0.683709,-49.9,-31.5708,12.9933,-24.3936,-35.8843,11.4908,1.7825,-4000.2842,-3757.2803,243.0039,-1246.0815,45613.0152,-44559.5627,11.8734,14.0451,1.1829,0.0,29.224,class1_2026_04_27_14_48_51.csv,train,background,
137.519,430,0.6885,-49.9,-37.4644,13.9208,-27.2394,-37.4368,10.1974,2.71,-2005.214,2473.9827,4479.1968,2409.0925,41324.4545,-43733.547,12.3844,13.9608,1.1273,0.0,29.224,class1_2026_04_27_14_48_51.csv,train,background,
138.476,433,0.693292,-49.9,-37.703,13.6527,-31.127,-35.9253,4.7983,2.6295,-1263.1198,1069.4443,2332.5641,0.0,2409.0925,-45208.4687,13.4249,14.0037,1.0431,0.0,28.843,class1_2026_04_27_14_48_51.csv,train,background,
139.114,435,0.696486,-23.237,-37.7367,13.6181,-34.5506,-37.4066,2.8559,17.8625,-1168.4818,1270.6332,2439.115,45208.4687,45208.4687,-45208.4687,13.8405,13.9934,1.011,0.957,28.843,class1_2026_04_27_14_48_51.csv,train,background,
140.071,438,0.701277,-49.9,-40.8369,12.8357,-36.4317,-37.9678,1.5361,28.843,-2050.1482,-644.5925,1405.5557,40658.1522,45208.4687,-40849.5345,13.5464,13.521,0.9981,0.0,28.843,class1_2026_04_27_14_48_51.csv,train,background,
141.029,441,0.706073,-49.9,-37.2244,14.2047,-36.2038,-34.615,-1.5888,7.2525,-2369.9903,-3051.6759,-681.6856,0.0,40658.1522,-45211.6019,13.7207,13.8645,1.0105,0.0,29.654,class1_2026_04_27_14_48_51.csv,train,background,
141.986,444,0.710865,-21.055,-37.137,14.289,-37.5032,-36.3869,-1.1163,29.654,-726.8912,2006.7806,2733.6718,-211.6003,46479.627,-46268.0266,13.8866,13.693,0.9861,1.276,29.654,class1_2026_04_27_14_48_51.csv,train,background,
142.624,446,0.714059,-49.9,-34.0017,14.2403,-35.8843,-38.0268,2.1425,29.654,2473.9827,2215.312,-258.6708,-46268.0266,46479.627,-46268.0266,14.0451,13.4432,0.9571,0.0,29.654,class1_2026_04_27_14_48_51.csv,train,background,
142.943,447,0.715656,-49.9,-31.0137,13.3867,-37.4637,-38.0268,0.5631,29.654,2761.9055,-176.404,-2938.3095,42083.0737,45211.6019,-44228.8448,13.9335,13.4432,0.9648,0.0,29.654,class1_2026_04_27_14_48_51.csv,train,background,
144.219,451,0.722044,-23.008,-38.7111,12.7576,-37.4193,-42.5801,5.1608,28.218,1270.6332,-1188.1107,-2458.7439,-44228.8448,42150.4749,-44228.8448,13.9804,11.9854,0.8573,0.957,28.218,class1_2026_04_27_14_48_51.csv,train,background,
144.538,452,0.723642,-49.9,-38.7111,12.7576,-35.9253,-41.0584,5.1331,28.218,3744.8229,-2663.4706,-6408.2935,-42150.4749,42150.4749,-42150.4749,14.0037,12.6783,0.9054,0.0,28.218,class1_2026_04_27_14_48_51.csv,train,background,
144.857,453,0.725239,-49.9,-38.6214,12.8697,-35.9253,-41.0584,5.1331,28.218,1550.4173,-4138.9791,-5689.3964,0.0,42150.4749,0.0,14.0037,12.6783,0.9054,0.0,28.218,class1_2026_04_27_14_48_51.csv,train,background,
146.453,458,0.733229,-20.758,-35.2602,13.4216,-37.8792,-39.0257,1.1464,29.614,-2996.5915,1454.9284,4451.5199,3068.9655,45677.1207,-45677.1207,13.6181,13.6632,1.0033,1.276,29.614,class1_2026_04_27_14_48_51.csv,train,background,
147.729,462,0.739618,-49.9,-40.4154,13.4349,-34.7844,-39.0265,4.2421,29.614,2215.312,4747.3736,2532.0616,-41700.6301,3068.9655,-41700.6301,13.7056,13.6546,0.9963,0.0,29.614,class1_2026_04_27_14_48_51.csv,train,background,
148.686,465,0.744409,-49.9,-46.9439,8.3611,-38.0268,-37.4536,-0.5732,26.605,-2255.7915,3515.936,5771.7275,-0.0,0.0,-0.0,13.4432,13.9392,1.0369,0.0,26.605,class1_2026_04_27_14_48_51.csv,train,background,
