m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,source,event_no_in_file,gt_m,label
162.406,508,0.813099,-49.9,-31.3136,13.1796,-35.8971,-36.4449,0.5478,17.711,4079.2503,-1725.2786,-5804.5289,-42554.8621,42282.1348,-45293.1066,14.0217,13.5464,0.9661,0.0,29.134,class2_2026_04_27_15_14_19.csv,hard_negative,1,,background
178.998,560,0.896168,-49.9,-28.3414,11.65,-34.9087,-33.1239,-1.7848,5.6695,5371.5177,-700.242,-6071.7597,-41793.1066,47449.8448,-41793.1066,13.4615,13.4726,1.0008,0.0,30.273,class2_2026_04_27_15_14_19.csv,hard_negative,2,,background
151.239,473,0.757191,-49.9,-31.3662,13.1228,-33.5843,-31.6831,-1.9012,3.6515,2149.5908,-1664.8481,-3814.4389,-41755.489,45181.8229,-41755.489,13.1408,13.0156,0.9905,0.0,28.966,class2_2026_04_27_15_14_19.csv,hard_negative,3,,background
19.463,60,0.097443,-14.474,-14.5013,0.0661,-14.4764,-14.5812,0.1048,0.0965,-21.2355,30.2736,51.5091,40.7524,188.0878,-264.864,0.0855,0.2944,3.4449,0.0,0.207,class2_2026_04_27_15_14_19.csv,stable_background,4,,background
60.623,189,0.303514,-14.772,-14.6851,0.0834,-14.6091,-14.6215,0.0124,0.0585,-11.9887,8.5049,20.4937,-291.5361,115.9875,-305.6426,0.0756,0.0829,1.0971,0.0,0.252,class2_2026_04_27_15_14_19.csv,stable_background,5,,background
24.249,75,0.121405,-14.385,-14.8141,0.3628,-14.7139,-15.6178,0.9039,0.827,-87.0546,-197.7445,-110.6899,-467.0846,573.6677,-938.8715,0.4413,0.3499,0.7929,1.914,1.148,class2_2026_04_27_16_07_48.csv,manual_annotation,0,24.25,bend
131.776,412,0.659748,-18.823,-18.4357,2.3674,-12.5934,-26.5644,13.971,3.4375,-2107.9242,158.9022,2266.8264,-2725.7069,-2429.9221,-4843.2602,3.1409,10.538,3.3551,0.0,7.229,class2_2026_04_27_16_07_48.csv,manual_annotation,1,131.78,break
127.628,399,0.63898,-7.701,-10.5019,2.6934,-15.5346,-15.5079,-0.0267,8.626,1139.154,-2633.0117,-3772.1658,539.185,9434.1693,-2702.1944,2.217,4.714,2.1262,2.871,8.195,class2_2026_04_27_16_07_48.csv,manual_annotation,2,127.63,connector
185.379,580,0.928115,-49.9,-37.482,13.9275,-38.9277,-38.058,-0.8697,30.338,1462.4843,1485.6408,23.1565,-44865.2085,47551.7273,-44865.2085,13.7864,13.2712,0.9626,0.0,30.338,class2_2026_04_27_16_07_48.csv,hard_negative,0,,background
167.511,524,0.838658,-21.512,-40.6522,13.0813,-36.5101,-42.2428,5.7327,28.388,-2827.5303,-932.9249,1894.6054,43277.4326,44495.3025,-44294.4513,13.5367,12.381,0.9146,0.958,28.388,class2_2026_04_27_16_07_48.csv,hard_negative,1,,background
101.145,316,0.506391,-16.879,-16.4306,0.2138,-16.2489,-16.3433,0.0943,0.139,-104.3794,49.7649,154.1443,17.2414,17.2414,-152.0376,0.2123,0.194,0.9138,0.0,0.692,class2_2026_04_27_16_07_48.csv,hard_negative,2,,background
153.472,480,0.76837,-19.109,-28.78,11.668,-31.7339,-37.9805,6.2466,8.85,2299.099,-2534.4753,-4833.5743,-9628.5298,14863.6364,-44354.2367,13.0694,13.4803,1.0314,0.957,30.791,class2_2026_04_27_16_07_48.csv,hard_negative,3,,background
50.732,158,0.253994,-15.911,-16.2263,0.2274,-16.2753,-16.1093,-0.1659,0.2405,36.1182,56.0492,19.9311,-929.4671,915.3621,-929.4671,0.2397,0.1619,0.6753,0.957,0.679,class2_2026_04_27_16_07_48.csv,stable_background,4,,background
114.865,359,0.575081,-16.544,-16.4592,0.1927,-16.4199,-16.3855,-0.0344,0.284,8.6087,0.7629,-7.8458,576.8025,576.8025,-725.7053,0.1695,0.2543,1.5007,0.0,0.725,class2_2026_04_27_16_07_48.csv,stable_background,5,,background
92.849,290,0.464856,-15.687,-15.775,0.9153,-14.8258,-17.1037,2.2779,1.059,-47.7138,-125.9136,-78.1998,-470.2194,275.8621,-1943.5737,0.1954,0.4442,2.2739,0.0,2.574,class2_2026_04_27_15_29_31.csv,manual_annotation,0,92.85,bend
127.628,399,0.63898,-8.623,-11.5591,3.0115,-16.6413,-17.7145,1.0732,8.6895,1181.0796,-2790.9757,-3972.0554,639.4984,10407.0469,-2719.4357,2.2964,8.8023,3.8331,2.871,9.557,class2_2026_04_27_15_29_31.csv,manual_annotation,1,127.63,connector
131.138,410,0.656553,-17.779,-17.7302,2.519,-13.5667,-35.4721,21.9054,4.118,-599.3921,-5014.1327,-4414.7406,-1997.9526,-1997.9526,-48575.2382,3.2017,14.4747,4.521,0.0,8.747,class2_2026_04_27_15_29_31.csv,manual_annotation,2,131.14,break
169.426,530,0.848245,-49.9,-32.1021,12.6509,-36.2008,-41.0841,4.8833,28.37,6775.9752,-1925.8826,-8701.8578,-44018.8119,44299.6254,-44018.8119,13.7352,12.491,0.9094,0.0,28.37,class2_2026_04_27_15_29_31.csv,hard_negative,0,,background
187.932,588,0.940897,-49.9,-43.7479,11.5178,-45.3701,-39.4129,-5.9572,28.612,2546.879,2060.1613,-486.7177,0.0,44846.3981,-2764.8903,10.1498,13.2102,1.3015,0.0,28.612,class2_2026_04_27_15_29_31.csv,hard_negative,1,,background
148.048,463,0.741215,-22.593,-46.8659,8.5818,-37.7748,-35.2054,-2.5694,15.532,-3487.8185,3440.938,6928.7565,-0.0,42800.9436,-42800.9436,13.594,13.2025,0.9712,0.638,27.307,class2_2026_04_27_15_29_31.csv,hard_negative,2,,background
167.511,524,0.838658,-49.9,-31.7948,12.8665,-37.7282,-36.4672,-1.261,28.771,-308.6366,-1033.3646,-724.728,-45095.6144,42868.3433,-45095.6144,13.6267,13.4794,0.9892,0.0,28.771,class2_2026_04_27_15_29_31.csv,hard_negative,3,,background
83.277,260,0.416933,-14.695,-14.7071,0.0815,-14.7464,-14.7933,0.0469,0.1565,26.4637,-22.2429,-48.7066,-261.7555,255.4859,-548.5893,0.1029,0.0988,0.9606,0.0,0.262,class2_2026_04_27_15_29_31.csv,stable_background,4,,background
178.041,557,0.891377,-21.883,-46.787,8.8049,-45.3719,-43.7326,-1.6393,28.017,-287.3629,885.5745,1172.9374,-0.0,43913.7978,-43913.7978,10.1453,11.5835,1.1418,0.638,28.017,class2_2026_04_27_15_29_31.csv,stable_background,5,,background
35.736,111,0.178915,-9.426,-11.4264,1.6247,-14.0156,-13.5324,-0.4832,5.012,647.5378,-1008.9815,-1656.5194,-371.4734,5984.326,-2230.4075,1.2851,1.4678,1.1422,2.233,5.1,class3_2026_04_27_16_18_40.csv,manual_annotation,0,35.74,connector
127.947,400,0.640577,-6.749,-8.6754,2.0,-13.7118,-14.5671,0.8553,8.647,1621.2689,-2536.029,-4157.2979,-2010.9718,9515.674,-3238.2445,2.8208,4.1307,1.4644,2.871,6.848,class3_2026_04_27_16_18_40.csv,manual_annotation,1,127.95,connector
131.776,412,0.659748,-17.645,-16.6571,1.904,-11.257,-24.4405,13.1835,2.909,-2065.5635,-3006.0343,-940.4707,-3056.4263,-1615.5628,-3311.9138,3.1361,9.2667,2.9549,0.0,5.928,class3_2026_04_27_16_18_40.csv,manual_annotation,2,131.78,break
167.511,524,0.838658,-49.9,-44.2633,10.5561,-36.8922,-37.8343,0.9421,26.379,-3790.266,4146.9306,7937.1966,0.0,0.0,-41346.3981,13.0942,13.5173,1.0323,0.0,26.379,class3_2026_04_27_16_18_40.csv,hard_negative,0,,background
148.367,464,0.742812,-49.9,-42.5844,10.3775,-36.3491,-31.5504,-4.7987,-0.7775,-4805.904,2145.1326,6951.0366,0.0,37391.8511,-0.0,13.6052,11.6949,0.8596,0.0,23.856,class3_2026_04_27_16_18_40.csv,hard_negative,1,,background
188.889,591,0.945689,-22.824,-32.1572,12.5846,-34.8031,-33.8659,-0.9372,3.768,-1094.7491,2093.5307,3188.2799,4181.8197,43200.6317,-42438.8762,13.5956,12.8582,0.9458,0.957,27.884,class3_2026_04_27_16_18_40.csv,hard_negative,2,,background
170.064,532,0.85144,-49.9,-44.0812,10.9004,-41.0801,-32.6751,-8.405,27.375,402.3173,3565.218,3162.9007,3731.9749,39175.5517,-42907.5266,12.5174,13.7775,1.1007,0.0,27.375,class3_2026_04_27_16_18_40.csv,hard_negative,3,,background
107.207,335,0.536741,-14.882,-14.9912,0.1051,-15.0292,-15.0317,0.0025,0.167,24.4883,8.1981,-16.2902,-385.5799,274.2947,-385.5799,0.1062,0.1015,0.956,1.276,0.292,class3_2026_04_27_16_18_40.csv,stable_background,4,,background
156.982,491,0.785944,-24.141,-32.0584,12.7563,-30.9341,-35.4412,4.5072,4.7715,-2134.1915,-2890.3427,-756.1512,44670.8495,44670.8495,-45639.5016,11.9951,13.0746,1.09,0.0,29.118,class3_2026_04_27_16_18_40.csv,stable_background,5,,background
14.677,45,0.073482,-14.669,-14.9027,0.6222,-14.2729,-15.8441,1.5712,0.44,-66.3261,-148.0649,-81.7388,81.5047,81.5047,-2114.4201,0.1617,0.3828,2.3676,0.0,1.763,class2_2026_04_27_16_01_55.csv,manual_annotation,0,14.68,bend
127.947,400,0.640577,-8.164,-10.0918,1.9744,-15.0617,-16.1827,1.1211,8.428,1615.7966,-2771.9936,-4387.7902,-2034.4828,9360.5016,-3098.7461,2.7944,4.3158,1.5444,2.871,6.749,class2_2026_04_27_16_01_55.csv,manual_annotation,1,127.95,connector
131.457,411,0.65815,-17.483,-17.6831,2.4261,-12.614,-32.5474,19.9334,3.5335,-1428.3099,-8353.9134,-6925.6035,-2133.2288,-2133.2288,-4217.8683,3.0597,13.9752,4.5675,0.0,7.405,class2_2026_04_27_16_01_55.csv,manual_annotation,2,131.46,break
174.212,545,0.872207,-23.087,-32.0301,12.6433,-34.1502,-39.6044,5.4542,17.153,-128.7152,-2075.0724,-1946.3572,1769.5925,42026.6489,-43219.4389,12.6955,12.9302,1.0185,1.595,27.574,class2_2026_04_27_16_01_55.csv,hard_negative,0,,background
186.337,583,0.932912,-49.9,-44.602,10.0127,-39.33,-41.0797,1.7497,26.851,-3989.2908,850.9115,4840.2022,-0.0,42086.21,-32650.4734,13.299,12.5812,0.946,0.0,26.851,class2_2026_04_27_16_01_55.csv,hard_negative,1,,background
177.722,556,0.88978,-22.768,-40.7687,12.9191,-36.6887,-38.2207,1.5321,28.291,-4821.8566,3644.4951,8466.3517,0.0,42593.2008,-42526.6489,13.2433,13.2316,0.9991,0.638,28.291,class2_2026_04_27_16_01_55.csv,hard_negative,2,,background
179.317,561,0.897766,-49.9,-42.1354,11.1671,-38.0153,-38.4261,0.4108,26.759,-2075.0724,428.4614,2503.5337,-0.0,41942.0078,-38642.6364,13.3029,13.023,0.979,0.0,26.759,class2_2026_04_27_16_01_55.csv,hard_negative,3,,background
146.453,458,0.733229,-22.307,-35.1472,13.3316,-36.4051,-36.1759,-0.2292,17.846,3606.6961,1590.1975,-2016.4986,-42479.627,43249.221,-43749.2179,13.5772,13.7341,1.0116,0.957,28.62,class2_2026_04_27_16_01_55.csv,stable_background,4,,background
51.689,161,0.258785,-16.34,-16.2778,0.1799,-16.2462,-16.2505,0.0043,0.2025,-2.5235,-8.9534,-6.4299,-90.9107,319.7492,-489.0282,0.1379,0.2252,1.6323,0.0,0.605,class2_2026_04_27_16_01_55.csv,stable_background,5,,background
73.067,228,0.365816,-15.981,-15.6649,0.809,-14.7182,-16.8311,2.1129,0.968,-32.9091,-192.1085,-159.1994,-1407.5219,98.7461,-1407.5219,0.1434,0.36,2.5105,0.0,2.193,class2_2026_04_27_15_39_26.csv,manual_annotation,0,73.07,bend
131.776,412,0.659748,-18.121,-20.2258,4.3341,-13.3173,-31.8208,18.5035,3.485,-2087.7892,-5529.8184,-3442.0292,-7758.6223,-1730.4075,-11630.094,3.2127,12.9483,4.0303,0.0,14.674,class2_2026_04_27_15_39_26.csv,manual_annotation,1,131.78,break
127.947,400,0.640577,-8.726,-10.6782,2.0103,-15.9786,-17.2397,1.2611,8.784,1731.3604,-3567.6409,-5299.0013,-2028.2132,9554.8589,-3373.0408,2.9567,5.2443,1.7737,2.871,6.879,class2_2026_04_27_15_39_26.csv,manual_annotation,2,127.95,connector
191.442,599,0.95847,-21.336,-37.5241,13.9049,-36.0502,-38.4501,2.3998,30.074,374.3245,-1777.0355,-2151.36,44313.4828,44313.4828,-44771.163,13.9056,12.8911,0.927,0.957,30.074,class2_2026_04_27_15_39_26.csv,hard_negative,0,,background
174.85,547,0.875401,-49.9,-40.879,12.8804,-35.288,-37.5316,2.2436,18.0195,2569.1552,-979.2684,-3548.4236,-0.0,10437.3056,-1742.9467,13.2304,13.8716,1.0485,0.0,29.38,class2_2026_04_27_15_39_26.csv,hard_negative,1,,background
187.613,587,0.9393,-22.74,-34.2084,14.059,-43.9812,-33.0583,-10.9229,29.574,1689.7555,-2200.8346,-3890.5901,-0.0,46111.2868,-46354.2351,11.113,13.5031,1.2151,0.638,29.574,class2_2026_04_27_15_39_26.csv,hard_negative,2,,background
177.722,556,0.88978,-49.9,-40.3684,13.4824,-34.5531,-42.5733,8.0202,29.128,-53.5818,1351.1451,1404.7269,-45655.1771,45722.2363,-45655.1771,13.8569,11.8626,0.8561,0.0,29.128,class2_2026_04_27_15_39_26.csv,hard_negative,3,,background
82.639,258,0.413739,-17.259,-17.1272,0.2136,-17.075,-17.0889,0.0139,0.27,-102.585,42.9425,145.5274,65.8307,902.8182,-90.9075,0.327,0.238,0.7279,0.0,0.749,class2_2026_04_27_15_39_26.csv,stable_background,4,,background
150.282,470,0.752399,-21.785,-31.3056,13.1935,-36.1114,-34.7456,-1.3658,7.16,-905.8992,895.9306,1801.8298,-241.3809,44562.1056,-46617.5564,13.8291,13.6885,0.9898,1.595,29.742,class2_2026_04_27_15_39_26.csv,stable_background,5,,background
35.417,110,0.177318,-9.429,-11.5544,2.0071,-14.2612,-20.8713,6.6102,5.4245,338.7409,-4713.7585,-5052.4993,2755.4859,6147.3354,-2501.5674,0.8637,13.4691,15.595,2.233,5.49,class3_2026_05_14_13_11_48.csv,manual_annotation,0,35.42,connector
39.565,123,0.198085,-18.878,-25.57,13.159,-13.3918,-40.9943,27.6025,4.76,-1792.2723,-1035.5669,756.7055,-49175.5533,-2334.1686,-49175.5533,2.6809,12.6555,4.7206,0.0,34.552,class3_2026_05_14_13_11_48.csv,manual_annotation,1,39.57,break
52.646,164,0.263577,-20.494,-33.8761,14.3363,-34.5911,-40.7606,6.1694,29.406,-1728.4175,-4119.4696,-2391.0521,1785.8724,46090.9138,-46162.0933,13.7136,12.9858,0.9469,1.277,29.406,class3_2026_05_14_13_11_48.csv,hard_negative,0,,background
160.492,502,0.803517,-49.9,-39.3354,12.1015,-36.4699,-33.5122,-2.9578,4.977,1793.1723,5116.954,3323.7817,0.0,41340.1285,-43771.1614,13.6605,13.1754,0.9645,0.0,27.926,class3_2026_05_14_13_11_48.csv,hard_negative,1,,background
193.675,606,0.96965,-49.9,-34.5159,13.8163,-37.8309,-36.0509,-1.7801,29.427,2124.1516,-2030.5661,-4154.7176,38626.9608,38626.9608,-46123.8276,13.5821,13.8883,1.0225,0.0,29.427,class3_2026_05_14_13_11_48.csv,hard_negative,2,,background
77.215,241,0.386583,-21.214,-34.5609,13.7296,-39.5493,-42.3277,2.7784,28.686,-1429.5596,-4318.7708,-2889.2111,-41634.7994,44962.384,-43415.3636,12.9954,12.2305,0.9411,0.957,28.686,class3_2026_05_14_13_11_48.csv,stable_background,3,,background
69.557,217,0.348243,-18.775,-18.9577,3.0075,-13.7141,-34.3484,20.6343,3.0735,-723.3946,-2302.7724,-1579.3778,-3672.4154,-2106.5831,-6829.1505,1.9299,13.9853,7.2466,0.0,8.602,class3_2026_05_14_13_10_18.csv,manual_annotation,0,69.56,break
66.047,206,0.33067,-10.741,-12.3771,1.6173,-14.4688,-18.7199,4.2512,4.4255,215.2929,-3001.2968,-3216.5897,3236.6771,5208.4639,-2687.7172,0.5452,8.7155,15.9844,2.234,4.422,class3_2026_05_14_13_10_18.csv,manual_annotation,1,66.05,connector
124.756,390,0.624601,-21.395,-37.8844,13.4909,-36.5324,-37.5814,1.0491,28.505,-592.9032,2866.5454,3459.4487,5557.9969,44678.6865,-44678.6865,13.477,13.8125,1.0249,1.276,28.505,class3_2026_05_14_13_10_18.csv,hard_negative,0,,background
155.068,485,0.776361,-25.4,-32.0411,12.69,-36.4382,-30.2597,-6.1785,4.064,-3549.6862,2331.0231,5880.7093,2521.9467,40868.6971,-44305.6473,13.5444,12.3056,0.9085,0.0,29.161,class3_2026_05_14_13_10_18.csv,hard_negative,1,,background
152.834,478,0.765176,-49.9,-38.3517,13.0195,-32.9305,-31.6367,-1.2938,3.372,-197.9714,2843.6235,3041.5949,0.0,606.5846,-40989.6188,13.6326,12.9898,0.9528,0.0,29.444,class3_2026_05_14_13_10_18.csv,hard_negative,2,,background
136.243,426,0.682112,-49.9,-37.7974,13.5607,-39.4765,-33.0701,-6.4064,19.243,-805.0063,79.6301,884.6364,1423.1959,40684.6731,-46221.0078,13.1901,13.476,1.0217,0.0,29.489,class3_2026_05_14_13_10_18.csv,stable_background,3,,background
117.418,367,0.587863,-15.923,-15.7058,0.6781,-14.8423,-16.6444,1.8022,1.0465,-77.4794,-105.3117,-27.8323,-1519.7423,184.953,-1519.7423,0.1947,0.261,1.3403,0.0,1.747,class2_2026_04_27_15_18_47.csv,manual_annotation,0,117.42,bend
126.351,395,0.632587,-16.866,-14.1166,3.6227,-16.7523,-13.1301,-3.6222,8.6395,-10.9906,-1387.1288,-1376.1383,3010.0722,3010.0722,666.1442,0.2603,3.5751,13.7347,0.0,9.29,class2_2026_04_27_15_18_47.csv,manual_annotation,1,126.35,break
178.679,559,0.894571,-21.707,-32.1842,12.7552,-35.412,-40.8168,5.4048,29.524,-135.4763,-2635.8664,-2500.3901,-4658.3088,44189.6567,-41617.558,13.1947,12.8792,0.9761,1.595,29.524,class2_2026_04_27_15_18_47.csv,hard_negative,0,,background
172.297,539,0.862619,-49.9,-32.3263,12.5501,-36.2543,-37.0522,0.7979,19.087,7264.8804,-2323.4105,-9588.2909,-37525.7217,-854.232,-38231.9796,13.7153,13.058,0.9521,0.0,29.201,class2_2026_04_27_15_18_47.csv,hard_negative,1,,background
161.449,505,0.808308,-21.792,-37.5606,13.806,-37.2164,-38.0654,0.8491,28.299,-1421.8683,2142.6813,3564.5496,-0.0,44355.8025,-44056.4295,12.9618,13.3349,1.0288,0.638,28.299,class2_2026_04_27_15_18_47.csv,hard_negative,2,,background
143.262,448,0.717253,-49.9,-34.8364,13.5172,-37.785,-34.2797,-3.5053,17.195,327.7202,-234.2502,-561.9704,-39424.768,42199.0643,-42105.0172,13.5892,14.0085,1.0309,0.0,29.702,class2_2026_04_27_15_18_47.csv,stable_background,3,,background
66.366,207,0.332267,-2.627,-5.7977,3.5672,-13.1806,-9.7513,-3.4293,11.174,1894.8568,-2397.616,-4292.4727,-106.5831,14832.2884,-2813.4796,3.4742,3.659,1.0532,3.51,11.859,class3_2026_05_22_11_06_12.csv,manual_annotation,0,66.37,connector
127.947,400,0.640577,-3.411,-5.3856,2.1625,-13.4217,-11.3759,-2.0458,12.235,2553.5772,-2638.464,-5192.0413,-2095.6113,15685.8388,-3242.9467,4.3289,4.283,0.9894,3.509,7.471,class3_2026_05_22_11_06_12.csv,manual_annotation,1,127.95,connector
72.429,226,0.362622,-14.732,-14.6189,0.4969,-9.7513,-15.2852,5.5339,1.196,-2057.8087,-122.1948,1935.6138,-695.9248,-402.8213,-695.9248,3.659,0.1977,0.054,0.0,1.554,class3_2026_05_22_11_06_12.csv,manual_annotation,2,72.43,bend
133.371,417,0.667733,-16.675,-17.3651,1.9251,-9.7621,-27.1526,17.3905,3.0245,-2617.3499,-3409.2633,-791.9133,-3352.6646,-1081.5031,-3388.7163,4.3125,12.2416,2.8386,0.0,5.488,class3_2026_05_22_11_06_12.csv,manual_annotation,3,133.37,break
184.422,577,0.923324,-22.682,-40.2951,13.5992,-42.1044,-42.0741,-0.0304,29.754,1828.9781,1318.4938,-510.4843,-0.0,46636.3668,-46194.3621,12.6266,12.6433,1.0013,0.638,29.754,class3_2026_05_22_11_06_12.csv,hard_negative,0,,background
151.877,475,0.760385,-49.9,-40.0846,13.9023,-40.388,-34.5952,-5.7928,30.739,3865.5972,1931.3839,-1934.2134,-0.0,0.0,-6757.0549,13.4693,13.7742,1.0226,0.0,30.739,class3_2026_05_22_11_06_12.csv,hard_negative,1,,background
153.153,479,0.766773,-49.9,-40.3263,13.5778,-41.8418,-34.7856,-7.0563,30.739,1156.6489,33.9351,-1122.7138,-6757.0549,48180.2555,-45235.3529,13.0103,13.5819,1.0439,0.0,30.739,class3_2026_05_22_11_06_12.csv,hard_negative,2,,background
166.235,520,0.832269,-49.9,-40.8234,12.8472,-42.1503,-37.7736,-4.3767,28.484,-1110.9092,985.2384,2096.1475,2482.7586,42163.0125,-41230.4122,12.5233,13.5848,1.0848,0.0,28.484,class3_2026_05_22_11_06_12.csv,hard_negative,3,,background
160.811,503,0.805114,-49.9,-34.5441,13.7583,-34.7103,-40.5678,5.8575,28.475,670.7446,-1958.0378,-2628.7824,-0.0,44235.1144,-44631.6661,13.6455,13.2241,0.9691,0.0,28.475,class3_2026_05_22_11_06_12.csv,hard_negative,4,,background
155.387,486,0.777958,-26.404,-34.9624,13.4387,-37.3122,-37.4757,0.1634,29.204,1261.3384,559.0605,-702.2778,4583.0752,42970.221,-45774.2994,14.1105,13.9113,0.9859,1.595,29.204,class3_2026_05_22_11_06_12.csv,hard_negative,5,,background
115.822,362,0.579873,-15.905,-15.6736,0.1114,-15.6001,-15.6197,0.0197,0.084,-30.2489,-1.1627,29.0862,148.9028,195.9248,-253.9185,0.1513,0.1467,0.9701,0.0,0.389,class3_2026_05_22_11_06_12.csv,stable_background,6,,background
21.059,65,0.105434,-15.004,-14.9938,0.5846,-14.4569,-14.7948,0.3379,0.2235,40.3024,405.1282,364.8258,-1333.8558,114.4201,-1333.8558,0.1475,0.6163,4.1781,0.0,1.502,class3_2026_05_22_11_06_12.csv,stable_background,7,,background
89.978,281,0.450482,-16.061,-15.9032,0.627,-14.876,-16.6102,1.7342,0.9885,-145.0515,-24.1905,120.861,-860.2857,-489.0282,-1078.3699,0.271,0.2522,0.9307,0.0,1.881,class2_2026_04_27_15_32_19.csv,manual_annotation,0,89.98,bend
127.947,400,0.640577,-8.529,-10.4897,2.0363,-15.5979,-16.4779,0.88,8.6595,1650.3938,-2737.3891,-4387.7828,-1989.0282,9772.7273,-3150.4702,2.8602,4.2413,1.4829,2.871,6.973,class2_2026_04_27_15_32_19.csv,manual_annotation,1,127.95,connector
131.138,410,0.656553,-16.849,-16.973,2.0727,-13.0998,-30.5091,17.4092,4.055,-664.9811,-3233.5425,-2568.5614,-1316.8812,-1316.8812,-7929.4671,3.1821,13.8291,4.3459,0.0,6.983,class2_2026_04_27_15_32_19.csv,manual_annotation,2,131.14,break
192.08,601,0.961665,-28.039,-35.1694,13.3305,-39.4834,-40.7292,1.2458,30.28,5099.161,1977.5433,-3121.6177,6332.2868,41846.8391,-47460.8166,13.1029,13.056,0.9964,1.276,30.28,class2_2026_04_27_15_32_19.csv,hard_negative,0,,background
168.788,528,0.845051,-49.9,-40.8511,12.8374,-39.7077,-37.5922,-2.1155,29.48,1585.152,1838.1083,252.9563,-41907.5266,45990.4178,-41907.5266,12.8309,13.8172,1.0769,0.0,29.48,class2_2026_04_27_15_32_19.csv,hard_negative,1,,background
186.017,582,0.93131,-49.9,-41.0676,12.5744,-39.2907,-39.4834,0.1927,28.383,70.1369,4017.1073,3946.9704,0.0,0.0,-35982.7602,13.3595,13.1029,0.9808,0.0,28.383,class2_2026_04_27_15_32_19.csv,hard_negative,2,,background
144.538,452,0.723642,-22.718,-37.9764,13.3669,-43.7034,-38.0032,-5.7003,29.042,1016.9148,-1607.6252,-2624.54,-4852.6646,45520.3793,-42417.5201,11.6013,13.3748,1.1529,1.277,29.042,class2_2026_04_27_15_32_19.csv,hard_negative,3,,background
24.249,75,0.121405,-14.091,-14.475,0.2133,-14.6607,-14.3928,-0.2678,0.3955,-56.1885,-7.9367,48.2518,598.7461,921.6301,-652.0376,0.2826,0.111,0.3927,0.957,0.694,class2_2026_04_27_15_32_19.csv,stable_background,4,,background
12.444,38,0.062302,-14.369,-14.3898,0.1163,-13.7987,-14.4691,0.6704,0.0615,-196.4568,4.8953,201.3521,-302.5078,320.5949,-368.3386,0.5908,0.1072,0.1815,0.0,0.359,class2_2026_04_27_15_32_19.csv,stable_background,5,,background
104.017,325,0.52077,-16.296,-15.8433,0.6793,-14.8042,-16.6279,1.8237,1.087,-137.2445,-56.9583,80.2862,-858.9342,-103.4483,-858.9342,0.2534,0.2333,0.9207,0.0,1.798,class2_2026_04_27_15_26_18.csv,manual_annotation,0,104.02,bend
132.414,414,0.662942,-20.201,-25.9911,12.9191,-12.8134,-37.3728,24.5594,3.037,-2526.2621,-1481.637,1044.6251,-4225.7038,-951.4107,-46550.1599,3.4197,14.0244,4.1011,0.0,33.644,class2_2026_04_27_15_26_18.csv,manual_annotation,1,132.41,break
127.947,400,0.640577,-8.114,-10.0301,1.9939,-15.3609,-19.1685,3.8076,8.9235,1714.7819,-2607.6662,-4322.4482,-2021.9436,9462.3824,-3141.0658,2.9665,11.5071,3.879,2.871,6.839,class2_2026_04_27_15_26_18.csv,manual_annotation,2,127.95,connector
22.016,68,0.110225,-15.234,-14.8588,0.3346,-14.5282,-14.4519,-0.0762,-0.0445,-128.4907,97.0591,225.5497,1175.5486,1175.5486,14.1066,0.2884,0.2187,0.7585,0.0,1.127,class2_2026_04_27_15_26_18.csv,hard_negative,0,,background
188.251,589,0.942494,-49.9,-46.9114,8.4529,-39.2364,-42.3231,3.0866,26.897,-2041.5779,2361.5815,4403.1595,-0.0,0.0,-0.0,13.4102,12.2356,0.9124,0.0,26.897,class2_2026_04_27_15_26_18.csv,hard_negative,1,,background
194.951,610,0.976038,-49.9,-44.1893,10.6837,-40.8947,-33.6705,-7.2242,25.711,-780.343,2249.3494,3029.6924,-40.7539,40299.3777,-40070.01,12.7573,13.464,1.0554,0.0,25.711,class2_2026_04_27_15_26_18.csv,hard_negative,2,,background
152.515,477,0.763579,-25.354,-27.655,8.2896,-36.7647,-33.7859,-2.9788,7.7925,5287.002,1177.8909,-4109.111,-7750.7837,3144.2022,-47706.0666,13.2244,13.0251,0.9849,0.0,30.556,class2_2026_04_27_15_26_18.csv,hard_negative,3,,background
92.53,289,0.463259,-14.517,-14.7207,0.1272,-14.733,-14.7316,-0.0014,0.208,12.1777,8.499,-3.6787,159.8746,387.1473,-376.1755,0.1181,0.1013,0.8582,0.638,0.433,class2_2026_04_27_15_26_18.csv,stable_background,4,,background
74.981,234,0.375399,-14.716,-14.6582,0.112,-14.6665,-14.6372,-0.0293,0.227,-8.3736,-18.4883,-10.1147,-12.5392,474.9216,-297.8056,0.1119,0.0866,0.7739,0.0,0.417,class2_2026_04_27_15_26_18.csv,stable_background,5,,background
131.457,411,0.65815,-15.66,-15.5494,2.1653,-10.759,-28.8204,18.0614,3.6905,-1386.3907,-3573.8768,-2187.4861,-3084.6395,-2563.4222,-3084.6395,3.1158,13.2957,4.2671,0.0,6.726,class1_2026_04_27_14_49_30.csv,manual_annotation,0,131.46,break
