m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,event_no_in_file,gt_m,label,expected_length_m
132.095,413,0.661345,-18.68,-18.9276,2.023,-12.7202,-31.0044,18.2842,3.2435,-2475.4044,-5156.8658,-2681.4615,-1976.4875,-1976.4875,-3978.0564,3.3258,13.4567,4.0461,0.0,5.781,class2_2026_04_27_16_07_33.csv,2,132.09,break,199.737
20.42,63,0.102234,-16.13,-16.453,0.8101,-15.9983,-16.6571,0.6587,0.338,-7.8689,514.0617,521.9305,76.7758,418.4953,-4173.9812,0.1327,1.2756,9.6109,0.0,2.764,class2_2026_04_27_15_57_48.csv,0,20.42,bend,199.737
127.628,399,0.63898,-7.877,-10.7344,2.8207,-15.6564,-16.8108,1.1544,8.5135,1104.3672,-2567.6981,-3672.0653,609.7179,9239.8119,-2818.1818,2.1811,8.8868,4.0744,2.871,8.807,class2_2026_04_27_15_57_48.csv,1,127.63,connector,199.737
131.776,412,0.659748,-18.059,-18.1019,1.8988,-12.7368,-32.6072,19.8704,2.7605,-2038.0236,-5146.263,-3108.2394,-4678.6834,-1648.6791,-45866.7759,3.0861,13.8618,4.4917,0.0,5.355,class2_2026_04_27_15_57_48.csv,2,131.78,break,199.737
125.075,391,0.626198,-16.842,-16.6861,0.9103,-14.9865,-13.4015,-1.585,-0.3935,-269.96,1344.1238,1614.0838,-2084.6395,-714.732,-2084.6395,0.4985,3.1973,6.4133,0.0,2.886,class2_2026_04_27_15_14_19.csv,0,125.07,bend,199.737
131.138,410,0.656553,-17.745,-20.6258,10.5181,-13.4015,-38.4728,25.0713,4.3735,-567.5784,-6856.1131,-6288.5348,-2850.6021,-2285.2665,-49340.1285,3.1973,14.3551,4.4897,0.0,36.052,class2_2026_04_27_15_14_19.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.438,-11.4112,3.0257,-15.2448,-17.5544,2.3096,7.0355,406.0247,-4630.37,-5036.3947,655.1724,10346.5265,-2758.6207,2.0902,8.8229,4.2212,2.552,9.584,class2_2026_04_27_15_14_19.csv,2,127.63,connector,199.737
24.249,75,0.121405,-14.385,-14.8141,0.3628,-14.7139,-15.6178,0.9039,0.827,-87.0546,-197.7445,-110.6899,-467.0846,573.6677,-938.8715,0.4413,0.3499,0.7929,1.914,1.148,class2_2026_04_27_16_07_48.csv,0,24.25,bend,199.737
131.776,412,0.659748,-18.823,-18.4357,2.3674,-12.5934,-26.5644,13.971,3.4375,-2107.9242,158.9022,2266.8264,-2725.7069,-2429.9221,-4843.2602,3.1409,10.538,3.3551,0.0,7.229,class2_2026_04_27_16_07_48.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.701,-10.5019,2.6934,-15.5346,-15.5079,-0.0267,8.626,1139.154,-2633.0117,-3772.1658,539.185,9434.1693,-2702.1944,2.217,4.714,2.1262,2.871,8.195,class2_2026_04_27_16_07_48.csv,2,127.63,connector,199.737
92.849,290,0.464856,-15.687,-15.775,0.9153,-14.8258,-17.1037,2.2779,1.059,-47.7138,-125.9136,-78.1998,-470.2194,275.8621,-1943.5737,0.1954,0.4442,2.2739,0.0,2.574,class2_2026_04_27_15_29_31.csv,0,92.85,bend,199.737
127.628,399,0.63898,-8.623,-11.5591,3.0115,-16.6413,-17.7145,1.0732,8.6895,1181.0796,-2790.9757,-3972.0554,639.4984,10407.0469,-2719.4357,2.2964,8.8023,3.8331,2.871,9.557,class2_2026_04_27_15_29_31.csv,1,127.63,connector,199.737
131.138,410,0.656553,-17.779,-17.7302,2.519,-13.5667,-35.4721,21.9054,4.118,-599.3921,-5014.1327,-4414.7406,-1997.9526,-1997.9526,-48575.2382,3.2017,14.4747,4.521,0.0,8.747,class2_2026_04_27_15_29_31.csv,2,131.14,break,199.737
35.736,111,0.178915,-9.426,-11.4264,1.6247,-14.0156,-13.5324,-0.4832,5.012,647.5378,-1008.9815,-1656.5194,-371.4734,5984.326,-2230.4075,1.2851,1.4678,1.1422,2.233,5.1,class3_2026_04_27_16_18_40.csv,0,35.74,connector,199.737
127.947,400,0.640577,-6.749,-8.6754,2.0,-13.7118,-14.5671,0.8553,8.647,1621.2689,-2536.029,-4157.2979,-2010.9718,9515.674,-3238.2445,2.8208,4.1307,1.4644,2.871,6.848,class3_2026_04_27_16_18_40.csv,1,127.95,connector,199.737
131.776,412,0.659748,-17.645,-16.6571,1.904,-11.257,-24.4405,13.1835,2.909,-2065.5635,-3006.0343,-940.4707,-3056.4263,-1615.5628,-3311.9138,3.1361,9.2667,2.9549,0.0,5.928,class3_2026_04_27_16_18_40.csv,2,131.78,break,199.737
14.677,45,0.073482,-14.669,-14.9027,0.6222,-14.2729,-15.8441,1.5712,0.44,-66.3261,-148.0649,-81.7388,81.5047,81.5047,-2114.4201,0.1617,0.3828,2.3676,0.0,1.763,class2_2026_04_27_16_01_55.csv,0,14.68,bend,199.737
127.947,400,0.640577,-8.164,-10.0918,1.9744,-15.0617,-16.1827,1.1211,8.428,1615.7966,-2771.9936,-4387.7902,-2034.4828,9360.5016,-3098.7461,2.7944,4.3158,1.5444,2.871,6.749,class2_2026_04_27_16_01_55.csv,1,127.95,connector,199.737
131.457,411,0.65815,-17.483,-17.6831,2.4261,-12.614,-32.5474,19.9334,3.5335,-1428.3099,-8353.9134,-6925.6035,-2133.2288,-2133.2288,-4217.8683,3.0597,13.9752,4.5675,0.0,7.405,class2_2026_04_27_16_01_55.csv,2,131.46,break,199.737
73.067,228,0.365816,-15.981,-15.6649,0.809,-14.7182,-16.8311,2.1129,0.968,-32.9091,-192.1085,-159.1994,-1407.5219,98.7461,-1407.5219,0.1434,0.36,2.5105,0.0,2.193,class2_2026_04_27_15_39_26.csv,0,73.07,bend,199.737
131.776,412,0.659748,-18.121,-20.2258,4.3341,-13.3173,-31.8208,18.5035,3.485,-2087.7892,-5529.8184,-3442.0292,-7758.6223,-1730.4075,-11630.094,3.2127,12.9483,4.0303,0.0,14.674,class2_2026_04_27_15_39_26.csv,1,131.78,break,199.737
127.947,400,0.640577,-8.726,-10.6782,2.0103,-15.9786,-17.2397,1.2611,8.784,1731.3604,-3567.6409,-5299.0013,-2028.2132,9554.8589,-3373.0408,2.9567,5.2443,1.7737,2.871,6.879,class2_2026_04_27_15_39_26.csv,2,127.95,connector,199.737
35.417,110,0.177318,-9.429,-11.5544,2.0071,-14.2612,-20.8713,6.6102,5.4245,338.7409,-4713.7585,-5052.4993,2755.4859,6147.3354,-2501.5674,0.8637,13.4691,15.595,2.233,5.49,class3_2026_05_14_13_11_48.csv,0,35.42,connector,199.737
39.565,123,0.198085,-18.878,-25.57,13.159,-13.3918,-40.9943,27.6025,4.76,-1792.2723,-1035.5669,756.7055,-49175.5533,-2334.1686,-49175.5533,2.6809,12.6555,4.7206,0.0,34.552,class3_2026_05_14_13_11_48.csv,1,39.57,break,199.737
69.557,217,0.348243,-18.775,-18.9577,3.0075,-13.7141,-34.3484,20.6343,3.0735,-723.3946,-2302.7724,-1579.3778,-3672.4154,-2106.5831,-6829.1505,1.9299,13.9853,7.2466,0.0,8.602,class3_2026_05_14_13_10_18.csv,0,69.56,break,199.737
66.047,206,0.33067,-10.741,-12.3771,1.6173,-14.4688,-18.7199,4.2512,4.4255,215.2929,-3001.2968,-3216.5897,3236.6771,5208.4639,-2687.7172,0.5452,8.7155,15.9844,2.234,4.422,class3_2026_05_14_13_10_18.csv,1,66.05,connector,199.737
117.418,367,0.587863,-15.923,-15.7058,0.6781,-14.8423,-16.6444,1.8022,1.0465,-77.4794,-105.3117,-27.8323,-1519.7423,184.953,-1519.7423,0.1947,0.261,1.3403,0.0,1.747,class2_2026_04_27_15_18_47.csv,0,117.42,bend,199.737
126.351,395,0.632587,-16.866,-14.1166,3.6227,-16.7523,-13.1301,-3.6222,8.6395,-10.9906,-1387.1288,-1376.1383,3010.0722,3010.0722,666.1442,0.2603,3.5751,13.7347,0.0,9.29,class2_2026_04_27_15_18_47.csv,1,126.35,break,199.737
66.366,207,0.332267,-2.627,-5.7977,3.5672,-13.1806,-9.7513,-3.4293,11.174,1894.8568,-2397.616,-4292.4727,-106.5831,14832.2884,-2813.4796,3.4742,3.659,1.0532,3.51,11.859,class3_2026_05_22_11_06_12.csv,0,66.37,connector,199.737
127.947,400,0.640577,-3.411,-5.3856,2.1625,-13.4217,-11.3759,-2.0458,12.235,2553.5772,-2638.464,-5192.0413,-2095.6113,15685.8388,-3242.9467,4.3289,4.283,0.9894,3.509,7.471,class3_2026_05_22_11_06_12.csv,1,127.95,connector,199.737
72.429,226,0.362622,-14.732,-14.6189,0.4969,-9.7513,-15.2852,5.5339,1.196,-2057.8087,-122.1948,1935.6138,-695.9248,-402.8213,-695.9248,3.659,0.1977,0.054,0.0,1.554,class3_2026_05_22_11_06_12.csv,2,72.43,bend,199.737
133.371,417,0.667733,-16.675,-17.3651,1.9251,-9.7621,-27.1526,17.3905,3.0245,-2617.3499,-3409.2633,-791.9133,-3352.6646,-1081.5031,-3388.7163,4.3125,12.2416,2.8386,0.0,5.488,class3_2026_05_22_11_06_12.csv,3,133.37,break,199.737
89.978,281,0.450482,-16.061,-15.9032,0.627,-14.876,-16.6102,1.7342,0.9885,-145.0515,-24.1905,120.861,-860.2857,-489.0282,-1078.3699,0.271,0.2522,0.9307,0.0,1.881,class2_2026_04_27_15_32_19.csv,0,89.98,bend,199.737
127.947,400,0.640577,-8.529,-10.4897,2.0363,-15.5979,-16.4779,0.88,8.6595,1650.3938,-2737.3891,-4387.7828,-1989.0282,9772.7273,-3150.4702,2.8602,4.2413,1.4829,2.871,6.973,class2_2026_04_27_15_32_19.csv,1,127.95,connector,199.737
131.138,410,0.656553,-16.849,-16.973,2.0727,-13.0998,-30.5091,17.4092,4.055,-664.9811,-3233.5425,-2568.5614,-1316.8812,-1316.8812,-7929.4671,3.1821,13.8291,4.3459,0.0,6.983,class2_2026_04_27_15_32_19.csv,2,131.14,break,199.737
104.017,325,0.52077,-16.296,-15.8433,0.6793,-14.8042,-16.6279,1.8237,1.087,-137.2445,-56.9583,80.2862,-858.9342,-103.4483,-858.9342,0.2534,0.2333,0.9207,0.0,1.798,class2_2026_04_27_15_26_18.csv,0,104.02,bend,199.737
132.414,414,0.662942,-20.201,-25.9911,12.9191,-12.8134,-37.3728,24.5594,3.037,-2526.2621,-1481.637,1044.6251,-4225.7038,-951.4107,-46550.1599,3.4197,14.0244,4.1011,0.0,33.644,class2_2026_04_27_15_26_18.csv,1,132.41,break,199.737
127.947,400,0.640577,-8.114,-10.0301,1.9939,-15.3609,-19.1685,3.8076,8.9235,1714.7819,-2607.6662,-4322.4482,-2021.9436,9462.3824,-3141.0658,2.9665,11.5071,3.879,2.871,6.839,class2_2026_04_27_15_26_18.csv,2,127.95,connector,199.737
131.457,411,0.65815,-15.66,-15.5494,2.1653,-10.759,-28.8204,18.0614,3.6905,-1386.3907,-3573.8768,-2187.4861,-3084.6395,-2563.4222,-3084.6395,3.1158,13.2957,4.2671,0.0,6.726,class1_2026_04_27_14_49_30.csv,0,131.46,break,199.737
127.628,399,0.63898,-5.87,-8.7558,2.8523,-13.8649,-13.7503,-0.1146,8.839,1162.8296,-2655.999,-3818.8286,611.2853,9749.2163,-2733.5423,2.2371,5.0821,2.2717,2.871,8.72,class1_2026_04_27_14_49_30.csv,1,127.63,connector,199.737
132.414,414,0.662942,-18.51,-17.7574,1.716,-11.0786,-30.6899,19.6114,3.315,-2628.3776,-4244.9713,-1616.5937,-2388.7147,-2388.7147,-48106.5862,3.5457,13.7192,3.8692,0.0,5.392,class1_2026_04_27_14_47_19.csv,0,132.41,break,199.737
127.628,399,0.63898,-5.897,-8.796,2.8882,-13.8958,-13.3672,-0.5286,8.85,1146.6167,-2692.6199,-3839.2366,623.8245,9692.79,-2749.2163,2.2386,4.2249,1.8873,2.871,8.894,class1_2026_04_27_14_47_19.csv,1,127.63,connector,199.737
35.736,111,0.178915,-10.603,-12.2663,1.2747,-14.0994,-13.7644,-0.3351,3.7455,416.4384,-702.2785,-1118.7169,-283.6991,4752.3511,-1833.8558,0.9116,1.0426,1.1437,2.233,3.996,class3_2026_05_14_14_36_30.csv,0,35.74,connector,199.737
96.997,303,0.485624,-0.518,-4.0836,4.4836,-13.0369,-7.7799,-5.2569,12.0115,2033.6515,-2654.7964,-4688.4479,1735.1097,16169.279,-5410.6583,3.809,4.1326,1.0849,3.51,14.035,class3_2026_05_14_14_36_30.csv,1,97.0,connector,199.737
127.628,399,0.63898,-1.422,-4.9332,4.3549,-13.8129,-8.861,-4.9519,12.373,2110.8025,-2648.5769,-4759.3793,393.4169,17410.8528,-2818.1818,4.0438,4.3572,1.0775,3.828,14.091,class3_2026_05_14_14_36_30.csv,2,127.63,connector,199.737
133.69,418,0.66933,-16.238,-16.3168,1.7224,-8.861,-24.9981,16.1371,3.166,-2621.7298,-4673.7969,-2052.0672,-2388.7147,-1434.1708,-4012.5376,4.3572,11.2513,2.5823,0.0,5.441,class3_2026_05_14_14_36_30.csv,3,133.69,break,199.737
102.74,321,0.514376,-19.615,-20.4891,2.966,-11.9336,-36.1738,24.2402,2.7815,-2671.1168,-5102.8516,-2431.7348,-10995.2978,-1976.4875,-44847.9639,4.374,13.7852,3.1516,0.0,9.442,class3_2026_05_14_13_21_55.csv,0,102.74,break,199.737
96.997,303,0.485624,-5.04,-7.9552,2.9536,-13.5774,-12.7433,-0.8342,9.52,1357.0815,-2684.0984,-4041.1799,36.0502,11009.4044,-2752.3511,2.606,4.372,1.6777,3.191,9.504,class3_2026_05_14_13_21_55.csv,1,97.0,connector,199.737
67.962,212,0.340257,-14.6,-14.9649,2.1216,-13.8348,-27.1422,13.3073,2.916,552.218,-4677.4416,-5229.6595,-1855.7994,-1749.2163,-5963.9514,1.1972,14.3307,11.9698,0.0,7.108,class3_2026_05_14_13_11_09.csv,0,67.96,break,199.737
66.366,207,0.332267,-11.186,-13.0209,1.2395,-14.3817,-22.4252,8.0435,3.491,345.3989,-5311.767,-5657.1659,-380.8777,4865.2038,-2634.6655,0.7841,12.7142,16.2153,1.596,3.475,class3_2026_05_14_13_11_09.csv,1,66.37,connector,199.737
10.21,31,0.051117,-17.597,-17.4264,1.5326,-10.5811,-29.2979,18.7168,2.347,-2505.4807,-1661.9072,843.5735,-2949.8433,-1716.3009,-48055.0952,3.8615,12.9039,3.3417,0.0,4.752,class3_2026_05_14_14_40_57.csv,0,10.21,break,199.737
127.628,399,0.63898,-5.953,-8.8418,2.8896,-14.0001,-13.5785,-0.4216,8.8825,1156.8891,-2747.641,-3904.5301,581.5047,9520.3762,-2771.1599,2.279,4.4252,1.9417,2.871,8.989,class1_2026_04_27_14_38_20.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.345,-17.4154,2.2091,-10.9903,-33.9938,23.0035,3.992,-2464.1332,-861.9563,1602.1769,-4340.1238,-2302.0506,-48057.9969,3.3364,14.3098,4.289,0.0,6.571,class1_2026_04_27_14_38_20.csv,1,132.09,break,199.737
131.776,412,0.659748,-17.649,-16.5477,2.1165,-10.8736,-27.0057,16.1321,3.359,-2081.6095,-3504.1799,-1422.5704,-3514.1082,-2034.8502,-3514.1082,3.1778,12.3241,3.8782,0.0,6.681,class1_2026_04_27_14_38_26.csv,0,131.78,break,199.737
127.309,398,0.637383,-6.704,-9.4996,3.4237,-14.4031,-12.7321,-1.671,8.84,598.2653,-2712.8218,-3311.0871,4595.6113,9600.3135,-2655.1724,1.4241,4.359,3.0608,2.871,8.941,class1_2026_04_27_14_38_26.csv,1,127.31,connector,199.737
110.079,344,0.55112,-15.836,-15.8089,0.4408,-14.9179,-16.3253,1.4074,0.6425,-181.8919,-71.6157,110.2762,-250.7853,-62.6959,-967.0831,0.3178,0.2302,0.7244,0.0,1.239,class2_2026_04_27_15_21_50.csv,0,110.08,bend,199.737
127.947,400,0.640577,-7.762,-9.732,2.0434,-14.9518,-15.5816,0.6298,8.8185,1703.1277,-2631.2009,-4334.3286,-1968.652,9746.0815,-3327.5862,2.9046,4.0319,1.3881,2.871,7.018,class2_2026_04_27_15_21_50.csv,1,127.95,connector,199.737
131.776,412,0.659748,-18.504,-17.8816,1.9555,-12.3463,-29.353,17.0067,3.6325,-2128.6417,-6195.9603,-4067.3186,-1703.7618,-1703.7618,-2865.2053,3.2145,12.8466,3.9965,0.0,6.133,class2_2026_04_27_15_21_50.csv,2,131.78,break,199.737
127.947,400,0.640577,-6.337,-8.2576,1.9916,-13.4064,-14.1525,0.7461,8.811,1667.8679,-2615.2226,-4283.0905,-2004.7022,9509.4044,-3175.5486,2.8743,4.0659,1.4146,2.871,6.806,class1_2026_04_27_14_38_09.csv,0,127.95,connector,199.737
132.414,414,0.662942,-18.183,-17.7267,1.6193,-11.1404,-35.5004,24.3599,2.9185,-2651.85,-2092.4316,559.4184,-967.0846,-967.0846,-46826.0219,3.5764,14.5612,4.0715,0.0,4.985,class1_2026_04_27_14_38_09.csv,1,132.41,break,199.737
108.803,340,0.544731,-16.06,-15.7314,0.6538,-14.8399,-16.8079,1.968,1.0555,-70.1627,-249.0814,-178.9187,-813.4796,-166.1442,-813.4796,0.1913,0.4085,2.1357,0.0,1.664,class2_2026_04_27_15_24_02.csv,0,108.8,bend,199.737
127.628,399,0.63898,-7.928,-10.8461,2.9206,-16.0117,-17.3389,1.3272,8.8615,1131.5322,-2675.1061,-3806.6383,623.8245,9985.8934,-2708.4639,2.2798,9.1251,4.0025,2.871,8.905,class2_2026_04_27_15_24_02.csv,1,127.63,connector,199.737
131.776,412,0.659748,-18.354,-19.111,3.0879,-12.8924,-33.3314,20.439,3.4425,-2094.9883,-2593.3024,-498.3141,-2763.3245,-2297.2268,-40587.779,3.2145,13.3535,4.1541,0.0,9.166,class2_2026_04_27_15_24_02.csv,2,131.78,break,199.737
127.628,399,0.63898,-5.884,-8.7549,2.839,-13.8804,-13.6513,-0.2291,8.858,1197.5726,-2611.4154,-3808.9881,608.1505,9498.4326,-2700.627,2.2494,4.7167,2.0968,2.871,8.771,class1_2026_04_27_14_49_22.csv,0,127.63,connector,199.737
131.776,412,0.659748,-16.927,-16.7814,2.8559,-10.8158,-30.6492,19.8334,3.1725,-2096.627,-4984.3839,-2887.7569,-2631.663,-2131.7132,-9686.5204,3.1803,13.7364,4.3193,0.0,10.192,class1_2026_04_27_14_49_22.csv,1,131.78,break,199.737
100.507,314,0.503197,-17.604,-20.9709,10.3849,-12.9769,-37.1397,24.1628,3.673,-1073.0632,-1218.3214,-145.2582,-3341.6928,-2181.8182,-47423.2022,2.4081,14.3325,5.9518,0.0,35.437,class3_2026_05_14_13_00_09.csv,0,100.51,break,199.737
96.678,302,0.484026,-9.421,-11.4277,2.1539,-14.4549,-18.8306,4.3757,5.9395,375.2078,-2593.6663,-2968.8741,3631.6614,6725.7053,-2573.6677,0.8551,11.6005,13.5661,2.233,5.868,class3_2026_05_14_13_00_09.csv,1,96.68,connector,199.737
23.611,73,0.11821,-14.652,-14.8639,0.1984,-14.7186,-15.5894,0.8708,0.468,-139.5419,-247.3645,-107.8226,-95.6113,1105.0157,-636.3636,0.3324,0.3845,1.1568,2.233,0.519,class2_2026_04_27_16_06_20.csv,0,23.61,bend,199.737
127.628,399,0.63898,-7.713,-10.6239,2.9066,-15.5203,-15.2801,-0.2402,8.458,1150.1051,-2551.4163,-3701.5214,628.5266,9554.6668,-2835.4232,2.1842,4.4281,2.0273,2.871,9.051,class2_2026_04_27_16_06_20.csv,1,127.63,connector,199.737
132.095,413,0.661345,-19.381,-19.041,2.464,-12.7473,-30.0637,17.3164,2.4905,-2431.105,-3948.2484,-1517.1434,-490.5956,-490.5956,-7478.0549,3.3059,12.4721,3.7727,0.0,8.064,class2_2026_04_27_16_06_20.csv,2,132.09,break,199.737
35.736,111,0.178915,-10.881,-12.4212,1.1589,-14.1273,-13.7853,-0.342,3.506,407.4064,-647.2027,-1054.6091,-257.0533,4358.9342,-1871.4734,0.8491,0.945,1.113,2.233,3.624,class3_2026_05_14_13_43_30.csv,0,35.74,connector,199.737
127.628,399,0.63898,-1.531,-5.0507,4.1046,-13.2114,-9.0434,-4.168,12.2795,1967.1087,-2638.704,-4605.8127,697.4922,15950.4946,-2830.721,3.6751,4.2825,1.1653,3.828,13.271,class3_2026_05_14_13_43_30.csv,1,127.63,connector,199.737
134.328,420,0.672524,-17.525,-17.5999,1.8469,-10.6205,-27.0492,16.4287,2.362,-2444.3402,-3020.3908,-576.0505,-1457.6771,-1343.2602,-5940.4404,4.143,12.3337,2.977,0.0,6.617,class3_2026_05_14_13_43_30.csv,2,134.33,break,199.737
115.822,362,0.579873,-15.797,-15.7742,0.7433,-14.8253,-16.7149,1.8897,1.146,-89.5776,-115.8868,-26.3092,-1771.1599,89.3417,-1771.1599,0.1896,0.2344,1.2361,0.0,1.973,class2_2026_04_27_15_18_09.csv,0,115.82,bend,199.737
127.628,399,0.63898,-7.795,-10.6864,2.8614,-15.9299,-15.1812,-0.7487,8.7965,1161.9336,-2700.4035,-3862.337,653.605,9866.7712,-2647.3354,2.2969,4.1209,1.7942,2.871,8.688,class2_2026_04_27_15_18_09.csv,1,127.63,connector,199.737
131.457,411,0.65815,-17.711,-17.5118,2.2085,-12.6939,-31.456,18.7621,3.747,-1376.8514,-5440.9438,-4064.0924,-2927.8997,-2472.0957,-4548.5909,3.1346,13.2995,4.2428,0.0,6.69,class2_2026_04_27_15_18_09.csv,2,131.46,break,199.737
134.328,420,0.672524,-18.113,-18.2333,1.7814,-11.0575,-26.431,15.3735,2.018,-2479.3252,-2439.6447,39.6805,-4003.1364,-1352.663,-8272.2871,4.205,10.6886,2.5419,0.0,5.911,class3_2026_05_14_13_42_19.csv,0,134.33,break,199.737
127.628,399,0.63898,-1.94,-5.4732,4.1861,-13.5808,-9.4683,-4.1126,12.3545,1935.5101,-2635.1088,-4570.6189,673.9812,16374.3887,-2746.0815,3.6563,4.3374,1.1863,3.828,13.57,class3_2026_05_14_13_42_19.csv,1,127.63,connector,199.737
35.417,110,0.177318,-7.216,-9.8179,2.8092,-13.9914,-11.9402,-2.0512,7.509,604.2952,-1799.8138,-2404.109,3260.1881,8593.291,-2443.5737,1.3482,2.6007,1.929,2.552,7.568,class3_2026_05_14_13_42_19.csv,2,35.42,connector,199.737
127.628,399,0.63898,-5.9,-8.8109,2.9333,-13.8946,-13.3883,-0.5063,8.832,1124.9186,-2653.0624,-3777.981,587.7743,9634.3667,-2705.3292,2.2474,4.2736,1.9015,2.871,9.122,class1_2026_04_27_14_47_25.csv,0,127.63,connector,199.737
132.733,415,0.664539,-18.819,-18.4393,1.6404,-11.3571,-29.7166,18.3594,3.228,-2653.0624,-489.8958,2163.1665,-2631.663,-2326.0172,-6532.9154,3.8712,12.6532,3.2685,0.0,5.166,class1_2026_04_27_14_47_25.csv,1,132.73,break,199.737
19.782,61,0.09904,-15.873,-16.1741,0.3239,-16.108,-17.1247,1.0167,0.397,48.745,433.9253,385.1802,-454.547,537.6176,-1150.9947,0.1981,2.2457,11.3389,1.595,0.937,class2_2026_04_27_15_58_04.csv,0,19.78,bend,199.737
131.138,410,0.656553,-17.199,-17.1341,2.7157,-12.671,-33.9547,21.2837,3.8305,-657.3246,-2860.6046,-2203.28,-2922.0512,-2214.7335,-5457.6818,3.061,14.3751,4.6961,0.0,7.992,class2_2026_04_27_15_58_04.csv,1,131.14,break,199.737
127.628,399,0.63898,-7.815,-10.6543,2.7522,-15.6542,-18.6671,3.0129,8.6355,1101.725,-2911.8411,-4013.5661,625.3918,9452.9781,-2769.5925,2.1876,11.7104,5.3531,2.871,8.413,class2_2026_04_27_15_58_04.csv,2,127.63,connector,199.737
90.935,284,0.455274,-15.783,-15.8527,1.1128,-14.7446,-17.7203,2.9757,1.489,5.2453,-274.4342,-279.6795,-2529.7806,312.7261,-2529.7806,0.1381,0.6452,4.6738,0.0,3.045,class2_2026_04_27_15_30_46.csv,0,90.94,bend,199.737
127.628,399,0.63898,-9.003,-11.8481,2.7953,-17.1494,-18.0321,0.8827,8.7075,1310.3765,-2688.4938,-3998.8703,605.0157,9235.1097,-2661.442,2.3803,8.7911,3.6932,2.871,8.7,class2_2026_04_27_15_30_46.csv,1,127.63,connector,199.737
130.818,409,0.654951,-16.939,-17.1377,2.5481,-13.9126,-32.267,18.3544,4.1095,109.3906,-7619.8729,-7729.2635,-1749.0059,-1749.0059,-7177.1176,3.148,14.1755,4.503,0.0,8.743,class2_2026_04_27_15_30_46.csv,2,130.82,break,199.737
134.328,420,0.672524,-18.012,-18.0912,1.9294,-10.8596,-27.7523,16.8927,2.8595,-2501.325,-5950.5632,-3449.2381,-1493.7288,-1493.7288,-3882.4436,4.225,11.956,2.8298,0.0,6.827,class3_2026_05_14_13_43_49.csv,0,134.33,break,199.737
35.417,110,0.177318,-8.897,-11.0866,2.2429,-14.1444,-12.7346,-1.4098,5.827,390.9882,-1385.4986,-1776.4868,3059.5611,6741.3793,-2294.6708,0.939,1.9783,2.1068,2.552,6.051,class3_2026_05_14_13_43_49.csv,1,35.42,connector,199.737
127.947,400,0.640577,-2.108,-4.1808,2.2476,-12.6258,-10.0461,-2.5797,12.4915,2650.8879,-2629.6443,-5280.5323,-1918.4953,15751.1823,-3236.6771,4.4817,4.2511,0.9485,3.828,7.782,class3_2026_05_14_13_43_49.csv,2,127.95,connector,199.737
127.628,399,0.63898,-5.879,-8.7768,2.8957,-13.8492,-13.3797,-0.4695,8.813,1125.0358,-2613.4018,-3738.4376,628.5266,9733.5423,-2744.5141,2.2327,4.3469,1.9469,2.871,8.909,class1_2026_04_27_14_48_38.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.466,-17.1244,2.2437,-10.8756,-32.2516,21.3759,3.109,-2417.6279,-4830.1358,-2412.5079,-2191.2241,-1829.2487,-11697.4937,3.2836,14.1823,4.3192,0.0,7.486,class1_2026_04_27_14_48_38.csv,1,132.09,break,199.737
66.366,207,0.332267,-9.828,-11.9171,1.5673,-14.2048,-17.0381,2.8332,4.8645,566.0032,-2344.6255,-2910.6287,-305.6426,5744.5141,-2945.1411,1.154,3.6923,3.1996,2.234,4.862,class3_2026_05_14_13_10_25.csv,0,66.37,connector,199.737
69.876,218,0.34984,-19.255,-18.5119,1.6033,-13.8198,-35.5606,21.7408,3.1155,-1359.8364,-8796.8554,-7437.019,1072.1003,1072.1003,-4051.0802,2.5025,14.4046,5.756,0.0,4.835,class3_2026_05_14_13_10_25.csv,1,69.88,break,199.737
107.526,336,0.538338,-16.321,-16.387,0.5075,-15.0615,-16.9027,1.8412,1.1485,-324.1094,-21.9087,302.2007,-581.5016,-526.6442,-704.9528,0.5105,0.2098,0.4109,0.0,1.779,class2_2026_04_27_15_24_13.csv,0,107.53,bend,199.737
131.776,412,0.659748,-18.49,-18.1669,2.0902,-12.9357,-27.6342,14.6985,2.9155,-2047.4657,-983.5214,1063.9443,-1584.6426,-1584.6426,-4680.2508,3.1981,12.0098,3.7552,0.0,7.403,class2_2026_04_27_15_24_13.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.985,-10.9376,2.9854,-16.1442,-15.2293,-0.9149,8.927,1194.7305,-2505.533,-3700.2635,669.279,9926.5182,-2810.3448,2.306,4.0183,1.7426,2.871,9.327,class2_2026_04_27_15_24_13.csv,2,127.63,connector,199.737
