m,sample_idx,m_norm,db_at_event,local_mean_db,local_std_db,pre_mean_db,post_mean_db,loss_dB,peak_above_bg_dB,pre_slope_dB_per_km,post_slope_dB_per_km,slope_change_dB_per_km,derivative_at_event_dB_per_km,max_pre_derivative,min_post_derivative,pre_std_db,post_std_db,post_to_pre_std_ratio,peak_width_m,local_range_db,file,event_no_in_file,gt_m,label,expected_length_m
133.371,417,0.667733,-19.918,-18.9829,1.9518,-11.3139,-35.9878,24.6739,3.506,-2592.7841,-6454.5791,-3861.7949,-4551.7226,-1401.2539,-46501.5705,4.2866,13.9603,3.2567,0.0,5.614,class3_2026_05_14_13_39_31.csv,0,133.37,break,199.737
127.628,399,0.63898,-4.583,-8.1086,4.135,-16.1388,-12.1658,-3.973,12.1435,1917.5875,-2645.6871,-4563.2746,678.6834,16135.7802,-2739.8119,3.63,4.3869,1.2085,3.509,13.398,class3_2026_05_14_13_39_31.csv,1,127.63,connector,199.737
96.997,303,0.485624,-7.931,-10.3902,2.1417,-13.9864,-14.1967,0.2102,6.636,847.0691,-2062.8617,-2909.9308,302.5078,7777.4295,-2645.768,1.6283,2.9936,1.8385,2.552,6.543,class3_2026_05_14_13_39_31.csv,2,97.0,connector,199.737
101.783,318,0.509585,-17.169,-16.9998,0.5604,-12.5935,-17.4549,4.8614,1.1105,-2179.5375,-45.0074,2134.53,-136.3636,-136.3636,-481.1928,2.9817,0.2977,0.0998,0.0,1.627,class3_2026_05_14_13_39_31.csv,3,101.78,bend,199.737
74.343,232,0.372204,-16.107,-15.8447,0.8036,-14.7485,-17.1171,2.3686,1.459,-133.4106,-185.2449,-51.8343,-542.3197,291.5361,-929.4671,0.3108,0.4148,1.3344,0.0,2.236,class2_2026_04_27_15_37_07.csv,0,74.34,bend,199.737
131.138,410,0.656553,-17.635,-17.6233,2.7447,-13.3656,-31.4481,18.0825,3.633,-601.5086,-2254.4044,-1652.8958,-1080.8158,-1080.8158,-5948.2759,3.2166,13.2061,4.1056,0.0,8.766,class2_2026_04_27_15_37_07.csv,1,131.14,break,199.737
127.947,400,0.640577,-8.749,-10.7313,2.0042,-15.9657,-19.9395,3.9738,8.9495,1652.6919,-2783.0736,-4435.7655,-2007.837,9670.4742,-3148.9028,2.9148,11.2994,3.8766,2.871,6.804,class2_2026_04_27_15_37_07.csv,2,127.95,connector,199.737
18.825,58,0.094249,-14.816,-14.9164,0.4406,-14.4819,-20.2691,5.7872,0.177,-22.3166,-1692.7028,-1670.3862,-241.3793,-7.837,-1374.6082,0.0745,10.5791,142.0333,0.0,1.22,class2_2026_04_27_16_03_33.csv,0,18.83,bend,199.737
131.776,412,0.659748,-19.703,-18.4513,1.9802,-13.1416,-32.4704,19.3288,2.3495,-2020.1659,-6056.9776,-4036.8116,-2396.5533,-1649.5828,-3352.6646,3.1042,13.9714,4.5008,0.0,6.37,class2_2026_04_27_16_03_33.csv,1,131.78,break,199.737
127.628,399,0.63898,-8.25,-11.1218,2.8347,-16.0671,-15.5561,-0.511,8.5775,1102.9924,-2546.9372,-3649.9295,625.3918,9258.6207,-2910.6583,2.1808,4.0385,1.8518,2.871,8.847,class2_2026_04_27_16_03_33.csv,2,127.63,connector,199.737
41.798,130,0.209265,-16.185,-15.9346,1.1732,-14.6359,-17.643,3.0071,2.0935,-59.1353,-123.9356,-64.8003,-1380.8777,-86.2069,-2543.8856,0.3206,0.551,1.7184,0.0,3.609,class2_2026_04_27_15_44_57.csv,0,41.8,bend,199.737
132.095,413,0.661345,-19.956,-19.6628,2.0968,-13.9221,-28.7502,14.8281,2.564,-2252.6094,-2432.7693,-180.1599,-7017.2398,-1405.9545,-7017.2398,3.0912,11.479,3.7135,0.0,6.064,class2_2026_04_27_15_44_57.csv,1,132.09,break,199.737
127.628,399,0.63898,-9.057,-11.9162,2.8459,-17.2154,-16.2656,-0.9499,8.7625,1182.5638,-2591.9163,-3774.4802,603.4483,9363.6364,-2920.0627,2.3748,4.0251,1.6949,2.871,8.858,class2_2026_04_27_15_44_57.csv,2,127.63,connector,199.737
87.106,272,0.436103,-15.339,-15.2791,0.6234,-14.638,-16.1831,1.5451,0.7075,-6.9291,-108.8007,-101.8717,-1018.8088,186.5204,-1548.5909,0.1131,0.3571,3.1577,0.0,1.974,class2_2026_04_27_15_32_53.csv,0,87.11,bend,199.737
127.947,400,0.640577,-7.982,-9.9314,2.0341,-15.163,-17.3718,2.2088,8.8305,1637.0833,-4912.5838,-6549.6671,-1993.7304,9735.1097,-3233.5423,2.9178,8.7956,3.0145,2.871,6.981,class2_2026_04_27_15_32_53.csv,1,127.95,connector,199.737
131.776,412,0.659748,-18.682,-21.3546,10.3217,-12.5111,-34.1661,21.655,3.105,-2013.0685,-2538.7184,-525.6499,-4200.627,-1536.2425,-47470.2226,3.1551,14.141,4.482,0.0,35.06,class2_2026_04_27_15_32_53.csv,2,131.78,break,199.737
66.366,207,0.332267,-10.727,-12.6416,1.3561,-14.4564,-19.1924,4.7359,4.1255,455.6818,-2389.7577,-2845.4395,-407.5235,5051.7241,-2600.3135,0.9664,8.1724,8.4567,1.915,4.12,class3_2026_05_14_12_55_08.csv,0,66.37,connector,199.737
67.643,211,0.33866,-13.616,-13.824,2.0661,-13.801,-23.361,9.56,4.1645,876.0348,-3005.8596,-3881.8944,-2600.3135,-407.5235,-3211.5987,1.4748,9.956,6.7509,0.0,6.095,class3_2026_05_14_12_55_08.csv,1,67.64,break,199.737
132.095,413,0.661345,-18.088,-17.6236,2.6282,-10.9997,-27.2266,16.2268,3.2965,-2463.4833,-1499.6807,963.8027,-1819.7508,-1819.7508,-6286.8323,3.327,12.2237,3.674,0.0,8.618,class1_2026_04_27_14_37_00.csv,0,132.09,break,199.737
127.628,399,0.63898,-5.968,-8.8491,2.8604,-14.0154,-13.6922,-0.3233,8.866,1167.6001,-2670.8829,-3838.483,576.8025,9592.4765,-2730.4075,2.2768,4.6191,2.0288,2.871,8.839,class1_2026_04_27_14_37_00.csv,1,127.63,connector,199.737
72.11,225,0.361025,-15.476,-15.3952,0.7312,-14.6375,-16.7078,2.0703,0.6285,-9.46,-188.7767,-179.3167,-1413.7931,182.0831,-1413.7931,0.084,0.4555,5.4224,0.0,1.911,class2_2026_04_27_15_38_20.csv,0,72.11,bend,199.737
131.457,411,0.65815,-17.678,-18.0277,2.5478,-13.2179,-26.3432,13.1252,3.9575,-1375.2277,-1992.1238,-616.8961,-2869.906,-2251.324,-6738.2445,3.1854,10.6538,3.3446,0.0,8.715,class2_2026_04_27_15_38_20.csv,1,131.46,break,199.737
127.628,399,0.63898,-8.274,-11.2248,2.9788,-16.3874,-15.8509,-0.5365,8.784,1179.4981,-2581.0009,-3760.499,605.0157,9983.2958,-2838.558,2.3047,4.46,1.9352,2.871,9.307,class2_2026_04_27_15_38_20.csv,2,127.63,connector,199.737
132.414,414,0.662942,-18.21,-17.9183,1.9503,-11.0833,-32.2433,21.16,3.389,-2635.5495,-3318.018,-682.4685,-1520.3793,-1520.3793,-5672.4169,3.554,14.1382,3.9781,0.0,6.322,class1_2026_04_27_14_43_57.csv,0,132.41,break,199.737
127.628,399,0.63898,-5.906,-8.7956,2.8995,-13.9366,-13.4111,-0.5255,8.8495,1167.3486,-2674.865,-3842.2137,590.9091,9583.0721,-2797.8056,2.2647,4.2828,1.8911,2.871,8.99,class1_2026_04_27_14_43_57.csv,1,127.63,connector,199.737
67.962,212,0.340257,-15.595,-15.6226,0.7615,-14.7123,-16.5306,1.8183,0.9195,-55.6291,-110.4471,-54.818,-1192.7884,4.3863,-1192.7884,0.1497,0.2925,1.9539,0.0,2.031,class2_2026_04_27_15_40_35.csv,0,67.96,bend,199.737
131.138,410,0.656553,-16.25,-17.2606,4.4784,-12.5963,-28.3952,15.7989,3.791,-641.5681,-2381.4609,-1739.8928,-1466.364,-1466.364,-19214.7335,3.1377,11.928,3.8015,0.0,16.095,class2_2026_04_27_15_40_35.csv,1,131.14,break,199.737
127.947,400,0.640577,-8.108,-10.0314,2.0158,-15.3452,-17.0177,1.6725,8.9745,1764.1293,-3406.0514,-5170.1807,-2126.9592,9727.2727,-3012.5392,2.9791,5.9419,1.9946,2.871,6.931,class2_2026_04_27_15_40_35.csv,2,127.95,connector,199.737
53.285,166,0.266776,-15.561,-15.5086,0.8484,-14.6667,-16.6552,1.9885,0.9385,-19.6771,-140.9752,-121.298,-1340.1254,440.4389,-1340.1254,0.1257,0.3146,2.5027,0.0,2.39,class2_2026_04_27_15_48_07.csv,0,53.28,bend,199.737
127.628,399,0.63898,-8.071,-10.9929,2.9062,-16.2049,-17.2861,1.0812,8.9375,1159.4601,-2682.6023,-3842.0624,587.7743,9525.0784,-2675.5486,2.3057,8.9903,3.8992,2.871,9.065,class2_2026_04_27_15_48_07.csv,1,127.63,connector,199.737
131.457,411,0.65815,-17.216,-17.7941,2.3899,-13.0377,-32.3852,19.3474,3.8075,-1406.9433,-4374.8172,-2967.8739,-2048.5878,-1612.8174,-5094.0439,3.2061,14.0461,4.381,0.0,7.352,class2_2026_04_27_15_48_07.csv,2,131.46,break,199.737
125.713,393,0.629393,-16.967,-15.544,1.4681,-14.8567,-14.3993,-0.4574,2.275,-38.0533,-96.4594,-58.4061,-1818.1834,-163.0094,-1818.1834,0.3316,3.088,9.3111,0.0,4.77,class2_2026_04_27_15_12_38.csv,0,125.71,bend,199.737
129.223,404,0.646966,-13.484,-13.3686,2.2066,-13.8092,-25.9408,12.1317,6.494,1313.1225,-5617.0484,-6930.171,-3199.0596,-2045.4545,-3285.2665,2.4639,13.0325,5.2893,0.0,6.885,class2_2026_04_27_15_12_38.csv,1,129.22,break,199.737
127.947,400,0.640577,-9.942,-11.8613,1.9183,-14.6236,-22.2142,7.5906,5.6105,596.6368,-4119.8329,-4716.4697,-2045.4545,8959.2476,-3199.0596,1.9911,12.7962,6.4268,2.233,6.479,class2_2026_04_27_15_12_38.csv,2,127.95,connector,199.737
127.628,399,0.63898,-11.411,-13.2041,1.2139,-14.7079,-23.2189,8.511,3.6165,361.1743,-2574.3852,-2935.5595,130.094,4401.2539,-3398.1191,0.7625,12.4073,16.2712,1.595,3.46,class3_2026_05_14_12_56_13.csv,0,127.63,connector,199.737
130.818,409,0.654951,-19.772,-19.9403,2.6505,-14.6719,-34.7479,20.0761,2.9925,-935.52,-5968.6414,-5033.1214,-6937.8167,-1956.1113,-6937.8167,1.9256,13.6241,7.0753,0.0,8.285,class3_2026_05_14_12_56_13.csv,1,130.82,break,199.737
97.316,304,0.487221,-0.156,-1.4443,1.8844,-11.9356,-7.0616,-4.8741,11.255,3353.9499,-2630.5185,-5984.4683,0.0,20241.3793,-6354.232,5.5426,4.2628,0.7691,4.148,5.283,class3_2026_05_14_12_56_35.csv,0,97.32,connector,199.737
106.569,333,0.533547,-18.842,-18.21,0.8749,-14.0399,-25.221,11.1811,0.8875,-1556.0082,-2683.425,-1127.4167,-956.1097,-48.5893,-3602.4205,2.8965,11.1227,3.84,0.0,2.768,class3_2026_05_14_12_56_35.csv,1,106.57,break,199.737
127.628,399,0.63898,-5.933,-8.8389,2.8839,-13.9504,-13.5619,-0.3885,8.8865,1131.1651,-2791.609,-3922.7741,583.0721,9547.0219,-2739.8119,2.2568,4.4008,1.95,2.871,8.963,class1_2026_04_27_14_37_52.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.548,-17.3949,2.1386,-10.9905,-29.0187,18.0282,3.57,-2469.2507,-7218.3997,-4749.149,-4888.7179,-2397.8042,-4888.7179,3.3402,13.1055,3.9236,0.0,6.346,class1_2026_04_27_14_37_52.csv,1,132.09,break,199.737
70.514,220,0.353034,-22.133,-20.0068,1.8837,-13.7946,-30.1163,16.3217,2.6225,-2199.4864,-3898.3207,-1698.8343,-4884.0141,-1987.4592,-6901.2539,2.8885,12.3736,4.2837,0.0,5.131,class3_2026_05_14_13_16_09.csv,0,70.51,break,199.737
66.366,207,0.332267,-9.323,-11.52,1.6843,-14.1441,-17.1503,3.0062,5.332,676.4931,-2773.1991,-3449.6922,-289.9687,6181.8182,-2671.8228,1.3115,4.4297,3.3776,2.234,5.25,class3_2026_05_14_13_16_09.csv,1,66.37,connector,199.737
35.736,111,0.178915,-13.266,-13.9216,0.4,-14.3949,-14.3797,-0.0152,1.1995,122.6025,-183.3783,-305.9808,-438.8715,1744.5141,-943.5737,0.292,0.2784,0.9533,1.276,1.246,class3_2026_05_14_13_16_09.csv,2,35.74,connector,199.737
96.997,303,0.485624,-8.217,-10.5764,2.0706,-14.0146,-17.0293,3.0148,6.3995,780.7114,-4857.0535,-5637.7649,330.721,7357.3668,-2945.1411,1.5572,8.7787,5.6374,2.552,6.4,class3_2026_05_14_13_41_43.csv,0,97.0,connector,199.737
101.464,317,0.507988,-18.44,-22.0058,9.9794,-12.9851,-29.5075,16.5224,3.2855,-2444.9545,440.2309,2885.1854,-48374.6097,-1753.9216,-48374.6097,3.1796,12.7113,3.9978,0.0,33.996,class3_2026_05_14_13_41_43.csv,1,101.46,break,199.737
20.74,64,0.103837,-15.773,-16.6684,1.2019,-15.9031,-16.4017,0.4986,0.144,17.9143,537.499,519.5847,-527.9304,178.5026,-4340.1238,0.182,1.0205,5.6084,0.958,3.152,class2_2026_04_27_15_59_21.csv,0,20.74,bend,199.737
126.032,394,0.63099,-16.456,-14.663,2.828,-16.3953,-12.8543,-3.541,7.741,0.3599,-634.1695,-634.5293,-492.1646,238.2445,-492.1646,0.1756,3.4676,19.7447,0.0,8.147,class2_2026_04_27_15_59_21.csv,1,126.03,break,199.737
103.378,323,0.517571,-15.872,-15.7406,0.7181,-14.8028,-16.7635,1.9607,1.131,-84.9585,-138.093,-53.1345,-1515.7095,-225.7053,-1515.7095,0.2038,0.2582,1.267,0.0,1.857,class2_2026_04_27_15_25_54.csv,0,103.38,bend,199.737
131.457,411,0.65815,-17.815,-17.7386,2.3674,-12.8833,-33.864,20.9807,3.718,-1413.3226,-5774.9058,-4361.5833,-2155.1724,-2155.1724,-3796.2367,3.1509,14.4079,4.5725,0.0,8.181,class2_2026_04_27_15_25_54.csv,1,131.46,break,199.737
127.628,399,0.63898,-7.997,-10.9338,3.0181,-16.0014,-15.3681,-0.6334,8.766,1146.5517,-2590.6491,-3737.2009,636.3636,10222.4208,-2727.2727,2.2704,4.1532,1.8293,2.871,9.474,class2_2026_04_27_15_25_54.csv,2,127.63,connector,199.737
114.865,359,0.575081,-16.617,-16.4447,0.5904,-15.0427,-17.2295,2.1868,1.2575,-291.6882,-118.2674,173.4207,26.6458,26.6458,-576.8025,0.5586,0.3619,0.6478,0.0,2.039,class2_2026_04_27_15_19_40.csv,0,114.86,bend,199.737
127.628,399,0.63898,-8.356,-11.2589,2.8948,-16.5036,-17.4297,0.9262,8.963,1153.7007,-2760.7809,-3914.4816,666.1442,9600.3135,-2703.7618,2.2931,8.85,3.8593,2.871,8.947,class2_2026_04_27_15_19_40.csv,1,127.63,connector,199.737
131.138,410,0.656553,-17.529,-17.4454,2.563,-13.3312,-32.7078,19.3767,4.1395,-607.1473,-5463.2205,-4856.0731,-2693.4382,-2266.4577,-7189.6552,3.2201,13.8525,4.3018,0.0,8.962,class2_2026_04_27_15_19_40.csv,2,131.14,break,199.737
125.075,391,0.626198,-16.123,-15.9362,0.6882,-14.8951,-12.8439,-2.0512,-0.1335,-113.6995,1214.0205,1327.72,-733.5439,-343.2602,-960.8166,0.2458,3.0618,12.4553,0.0,1.843,class2_2026_04_27_15_15_03.csv,0,125.07,bend,199.737
131.457,411,0.65815,-17.867,-18.109,2.7152,-12.8834,-32.587,19.7036,3.9095,-1410.3129,-4758.6429,-3348.3301,-3462.3856,-2544.8951,-43775.8636,3.1085,13.9074,4.4739,0.0,8.465,class2_2026_04_27_15_15_03.csv,1,131.46,break,199.737
127.628,399,0.63898,-7.998,-10.8849,2.8519,-14.8194,-17.2664,2.447,6.971,542.8822,-2813.4352,-3356.3174,628.5266,9633.2288,-2699.0596,1.9298,8.9849,4.6559,2.552,8.77,class2_2026_04_27_15_15_03.csv,2,127.63,connector,199.737
127.628,399,0.63898,-5.9,-8.815,2.9242,-13.9533,-13.4645,-0.4888,8.8845,1148.0229,-2612.9468,-3760.9697,615.9875,9601.3607,-2735.1097,2.2668,4.3946,1.9387,2.871,9.108,class1_2026_04_27_14_47_01.csv,0,127.63,connector,199.737
132.095,413,0.661345,-17.666,-17.2561,2.2511,-10.9409,-33.8513,22.9104,2.906,-2454.4153,-5538.7964,-3084.3811,-1426.3354,-1426.3354,-4517.2414,3.3334,14.4719,4.3415,0.0,7.068,class1_2026_04_27_14_47_01.csv,1,132.09,break,199.737
100.188,313,0.5016,-17.402,-17.3444,1.8742,-13.2825,-31.8932,18.6107,3.522,-630.0478,-3574.8562,-2944.8084,-2832.2915,-1905.9561,-2832.2915,2.1536,14.406,6.6893,0.0,5.352,class3_2026_05_14_13_19_26.csv,0,100.19,break,199.737
96.997,303,0.485624,-9.472,-11.6214,1.7103,-14.2348,-19.6348,5.3999,5.2615,603.7705,-2263.4867,-2867.2571,-28.2132,6387.1473,-2835.4232,1.2587,11.1522,8.8603,2.233,5.199,class3_2026_05_14_13_19_26.csv,1,97.0,connector,199.737
35.417,110,0.177318,-13.49,-14.013,0.4481,-14.4271,-14.3798,-0.0472,1.161,36.166,-268.5499,-304.7159,1015.674,1645.768,-921.6301,0.1609,0.4123,2.562,1.276,1.295,class3_2026_05_14_13_19_26.csv,2,35.42,connector,199.737
128.585,402,0.643891,-13.921,-14.1774,1.8542,-14.5236,-24.978,10.4544,3.6025,736.586,-4628.4996,-5365.0856,-2235.1097,2739.8119,-3981.1928,1.2264,11.4417,9.3295,0.0,5.253,class3_2026_05_14_12_54_33.csv,0,128.59,break,199.7
35.417,110,0.177351,-9.353,-11.4727,2.0998,-14.2654,-13.2015,-1.0639,5.4365,349.0641,-1366.7367,-1715.8008,2789.9687,6269.5925,-2319.7492,0.8847,1.9318,2.1836,2.552,5.795,class3_2026_05_14_12_54_33.csv,1,35.42,connector,199.7
127.947,400,0.640696,-12.21,-13.6266,1.2861,-14.7973,-24.1366,9.3393,3.449,566.0859,-4582.79,-5148.8758,-2219.4357,4611.2853,-3025.0768,1.0476,11.9364,11.3939,1.595,3.779,class3_2026_05_14_12_54_33.csv,2,127.95,connector,199.7
127.628,399,0.63898,-5.91,-8.801,2.8957,-13.933,-13.4468,-0.4862,8.8685,1147.5282,-2616.7712,-3764.2995,594.0439,9680.2508,-2750.7837,2.2597,4.3833,1.9398,2.871,8.936,class1_2026_04_27_14_45_10.csv,0,127.63,connector,199.737
132.095,413,0.661345,-16.973,-17.2306,2.2479,-10.9354,-28.8291,17.8937,3.2315,-2461.6792,-3437.6475,-975.9683,-1888.7147,-1888.7147,-4205.3292,3.3349,13.1235,3.9352,0.0,6.717,class1_2026_04_27_14_45_10.csv,1,132.09,break,199.737
41.16,128,0.206071,-15.728,-15.6398,0.677,-14.6432,-16.6469,2.0037,1.1455,-123.9384,-143.539,-19.6006,-993.7288,15.674,-1032.9169,0.2559,0.3237,1.2651,0.0,2.006,class2_2026_04_27_15_44_29.csv,0,41.16,bend,199.737
130.818,409,0.654951,-16.25,-16.2069,2.282,-12.9796,-31.9124,18.9328,4.289,128.6381,-7802.1388,-7930.7769,-3063.8854,-1992.163,-48415.3636,3.1106,14.4434,4.6432,0.0,6.869,class2_2026_04_27_15_44_29.csv,1,130.82,break,199.737
127.628,399,0.63898,-8.093,-10.9628,2.8101,-16.0471,-18.8944,2.8473,8.6265,1188.4096,-5014.107,-6202.5166,645.768,9579.9373,-2703.7618,2.2415,11.6527,5.1987,2.871,8.611,class2_2026_04_27_15_44_29.csv,2,127.63,connector,199.737
35.736,111,0.178915,-12.414,-13.4198,0.6736,-14.2533,-14.2038,-0.0495,1.9675,208.0545,-338.5395,-546.594,-92.4765,2462.3824,-1299.373,0.4342,0.5199,1.1973,1.595,2.093,class3_2026_05_14_13_37_53.csv,0,35.74,connector,199.737
96.678,302,0.484026,-7.259,-9.9038,3.1491,-14.2959,-12.1245,-2.1714,8.0265,543.3819,-2080.3353,-2623.7172,4307.21,9026.6458,-2576.8025,1.2731,3.0671,2.4091,2.872,8.195,class3_2026_05_14_13_37_53.csv,1,96.68,connector,199.737
127.628,399,0.63898,-2.975,-6.4032,4.0164,-14.4612,-10.4697,-3.9916,12.3945,1909.0974,-2654.4725,-4563.5699,706.8966,15375.983,-2822.884,3.5995,4.3288,1.2026,3.828,12.896,class3_2026_05_14_13_37_53.csv,2,127.63,connector,199.737
134.009,419,0.670927,-17.984,-18.2739,1.6025,-11.2763,-30.2192,18.9429,2.5505,-2530.738,-4073.973,-1543.235,-2288.3997,-1003.1332,-3916.9295,4.2738,13.947,3.2634,0.0,5.806,class3_2026_05_14_13_37_53.csv,3,134.01,break,199.737
100.507,314,0.503197,-15.981,-15.8482,0.5981,-14.783,-16.4752,1.6922,0.879,-144.2126,35.0748,179.2874,-1048.5878,-543.8871,-1048.5878,0.2775,0.2481,0.8939,0.0,1.637,class2_2026_04_27_15_23_37.csv,0,100.51,bend,199.737
127.628,399,0.63898,-7.49,-10.4016,2.9424,-15.527,-16.7384,1.2114,8.83,1103.5292,-5075.1286,-6178.6578,672.4138,9865.2038,-2802.5078,2.2523,9.1082,4.044,2.871,9.032,class2_2026_04_27_15_23_37.csv,1,127.63,connector,199.737
131.457,411,0.65815,-17.26,-20.3906,10.5774,-12.4203,-32.0767,19.6563,3.774,-1385.5396,-3958.0221,-2572.4825,-3634.7978,-2507.837,-49003.1379,3.1801,14.2622,4.4848,0.0,36.137,class2_2026_04_27_15_23_37.csv,2,131.46,break,199.737
69.876,218,0.34984,-15.955,-15.7579,0.7455,-14.7312,-16.8906,2.1594,1.175,-118.6168,-116.3135,2.3033,-896.5533,-15.674,-951.4107,0.2409,0.3578,1.4853,0.0,2.068,class2_2026_04_27_15_39_15.csv,0,69.88,bend,199.737
127.628,399,0.63898,-8.27,-11.2473,3.0862,-16.4905,-15.9319,-0.5586,8.858,1172.1827,-2860.5166,-4032.6992,579.9373,10645.8618,-2865.2038,2.3581,4.4524,1.8881,2.871,9.739,class2_2026_04_27_15_39_15.csv,1,127.63,connector,199.737
131.776,412,0.659748,-20.336,-19.1931,2.4962,-13.2879,-35.9743,22.6864,3.0615,-2103.2323,-5237.8059,-3134.5736,-1170.8464,-1170.8464,-5109.7179,3.3006,14.0009,4.2419,0.0,6.828,class2_2026_04_27_15_39_15.csv,2,131.78,break,199.737
79.448,248,0.397763,-15.845,-15.7484,0.8987,-14.6957,-17.0077,2.3121,1.11,-53.157,-34.9282,18.2288,-1561.1301,-43.8871,-1699.0611,0.1605,0.4566,2.8446,0.0,2.299,class2_2026_04_27_15_35_08.csv,0,79.45,bend,199.737
127.947,400,0.640577,-8.806,-10.7388,2.0039,-16.0688,-18.8836,2.8148,8.845,1736.6313,-5670.8367,-7407.4681,-1995.2978,9561.1285,-3139.4984,2.9755,9.0483,3.0409,2.871,6.874,class2_2026_04_27_15_35_08.csv,1,127.95,connector,199.737
131.457,411,0.65815,-17.848,-22.6399,10.5443,-13.2771,-26.8134,13.5363,3.8595,-1395.7692,-184.2458,1211.5234,-3630.094,-1863.0271,-41087.7759,3.0943,10.5523,3.4102,0.0,35.223,class2_2026_04_27_15_35_08.csv,2,131.46,break,199.737
35.417,110,0.177318,-7.589,-10.1386,2.7283,-14.023,-12.1121,-1.9109,7.0935,523.6942,-1678.8644,-2202.5585,3123.8245,8205.0358,-2418.4953,1.2728,2.4359,1.9138,2.552,7.392,class3_2026_05_14_14_36_02.csv,0,35.42,connector,199.737
127.628,399,0.63898,-1.025,-4.595,4.2427,-13.3329,-8.5226,-4.8103,12.417,2072.1005,-2654.7981,-4726.8986,826.0188,16513.6744,-2733.5423,3.9076,4.305,1.1017,3.828,13.725,class3_2026_05_14_14_36_02.csv,1,127.63,connector,199.737
134.647,421,0.674121,-17.739,-18.1132,2.0338,-10.9403,-30.9357,19.9954,2.174,-2467.2225,-5222.069,-2754.8465,-5515.6755,-937.3025,-5515.6755,4.1555,13.5362,3.2574,0.0,6.66,class3_2026_05_14_14_36_02.csv,2,134.65,break,199.737
73.705,230,0.36901,-15.753,-15.7357,0.8271,-14.7112,-17.1184,2.4072,1.206,-82.6334,-203.093,-120.4596,-1247.6473,61.1285,-1327.5862,0.2169,0.4988,2.2999,0.0,2.487,class2_2026_04_27_15_39_04.csv,0,73.71,bend,199.737
131.138,410,0.656553,-17.162,-20.6423,10.5127,-13.4305,-30.8804,17.4499,3.984,-623.2733,594.2898,1217.5631,-2484.4545,-2354.1585,-49680.2539,3.1442,13.5947,4.3237,0.0,35.913,class2_2026_04_27_15_39_04.csv,1,131.14,break,199.737
127.628,399,0.63898,-8.516,-11.3897,2.8302,-16.5032,-20.6539,4.1507,8.727,1178.4477,-4616.8668,-5795.3145,586.2069,9526.6458,-2739.8119,2.253,13.4861,5.9858,2.871,8.726,class2_2026_04_27_15_39_04.csv,2,127.63,connector,199.737
29.035,90,0.145366,-14.328,-14.5656,0.2684,-14.3683,-15.7067,1.3383,0.2805,-60.6411,-368.0576,-307.4164,-10.9718,145.768,-885.6066,0.1667,0.5942,3.5644,1.595,0.764,class2_2026_04_27_16_10_45.csv,0,29.03,bend,199.737
131.776,412,0.659748,-18.362,-18.0406,1.828,-12.5863,-30.8289,18.2427,3.263,-2147.0258,-841.6291,1305.3967,-1771.1583,-1771.1583,-6523.5125,3.2403,13.5779,4.1904,0.0,5.291,class2_2026_04_27_16_10_45.csv,1,131.78,break,199.737
127.628,399,0.63898,-7.611,-10.4912,2.8678,-15.5581,-15.2387,-0.3193,8.7485,1142.1023,-2710.0648,-3852.167,581.5047,9495.2978,-2804.0752,2.2466,4.4587,1.9847,2.871,8.906,class2_2026_04_27_16_10_45.csv,2,127.63,connector,199.737
107.526,336,0.538338,-15.677,-15.5592,0.5664,-14.8246,-16.2372,1.4126,0.797,-58.649,-70.0184,-11.3694,-1119.1223,-241.3793,-1119.1223,0.158,0.1667,1.0553,0.0,1.532,class2_2026_04_27_15_24_51.csv,0,107.53,bend,199.737
127.947,400,0.640577,-7.666,-9.6373,2.0104,-14.9648,-16.9766,2.0118,9.008,1673.5252,-4869.4393,-6542.9646,-1973.3542,9697.6613,-3206.8966,2.9521,8.8037,2.9822,2.871,6.865,class2_2026_04_27_15_24_51.csv,1,127.95,connector,199.737
131.776,412,0.659748,-16.998,-20.8534,10.4099,-12.2862,-32.4756,20.1894,3.454,-2099.7131,-2661.419,-561.7059,-2819.7476,-1057.9922,-48605.0204,3.2425,14.013,4.3217,0.0,35.6,class2_2026_04_27_15_24_51.csv,2,131.78,break,199.737
13.082,40,0.065496,-14.444,-14.8199,0.6379,-13.9772,-16.1659,2.1887,0.236,-144.428,-317.5009,-173.0728,-420.0627,75.2351,-1697.4922,0.4166,0.5727,1.3747,0.0,1.961,class2_2026_04_27_16_01_09.csv,0,13.08,bend,199.737
131.457,411,0.65815,-17.946,-18.1589,2.4085,-13.0401,-30.875,17.8349,4.0525,-1454.2167,-5932.005,-4477.7883,-2971.7853,-2664.7817,-3885.5799,3.0225,13.5449,4.4814,0.0,7.822,class2_2026_04_27_16_01_09.csv,1,131.46,break,199.737
127.947,400,0.640577,-8.642,-10.5277,1.9285,-15.5029,-16.2013,0.6983,8.489,1653.573,-2764.0197,-4417.5927,-2004.7022,9109.7179,-3431.0345,2.7986,3.784,1.3521,2.871,6.572,class2_2026_04_27_16_01_09.csv,2,127.95,connector,199.737
54.242,169,0.271567,-15.284,-15.3222,0.7452,-14.5969,-16.5637,1.9668,0.911,20.5587,-221.3085,-241.8672,-1753.9185,511.889,-1753.9185,0.114,0.3514,3.0812,0.0,2.108,class2_2026_04_27_15_50_20.csv,0,54.24,bend,199.737
